,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio
0,2009-04-30,2025-11-05,4366 days,100000.0,138725.6960791861,38.72569607918612,25.28105140801429,100.0,0.0,4.754278952542633,130 days,72,71,1,0.0,81.69014084507043,2.445769185601087,-1.0442874467114218,0.6247708300937616,-0.2538110774959775,61 days 21:55:51.724137931,33 days 22:09:13.846153846,10.338548656356652,545.4323391434665,1.3683526462203224,0.5835309468694886,1.2734907534452276,2.05354139376464
