,Start,End,Period,Total Return [%],Benchmark Return [%],Annualized Return [%],Annualized Volatility [%],Max Drawdown [%],Max Drawdown Duration,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta
0,2009-04-30,2025-11-05,4366 days,38.725696079185546,25.28105140801429,2.7742688988589226,2.014736247782414,4.7542789525427045,130 days,1.3683526462203224,0.5835309468694886,1.2734907534452276,2.05354139376464,0.4379614594936971,32.34289834314901,1.0916276452537337,1.121912331507354,-0.0013696736060255248,0.009712613421957395,0.9393138202792928
