,Start,End,Period,First Trade Start,Last Trade End,Coverage,Overlap Coverage,Total Records,Total Long Trades,Total Short Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Max Win Streak,Max Loss Streak,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,SQN
0,2009-04-30,2025-11-05,4366 days,2009-04-30,2025-11-05,4208 days,0 days,26,26,0,25,1,1308.1235663442349,52.0,3,4,4.771186034438638,-0.9176464809908195,1.9755260018720984,-0.4365204850930925,270 days 20:18:27.692307696,45 days 12:00:00,4.7138206177789375,888.4713610385719,2.5443734752456018
