,Start,End,Period,Coverage [%],Total Records,Total Recovered Drawdowns,Total Active Drawdowns,Active Drawdown [%],Active Duration,Active Recovery [%],Active Recovery Return [%],Active Recovery Duration,Max Drawdown [%],Avg Drawdown [%],Max Drawdown Duration,Avg Drawdown Duration,Max Recovery Return [%],Avg Recovery Return [%],Max Recovery Duration,Avg Recovery Duration,Avg Recovery Duration Ratio
0,2009-04-30,2025-11-05,4366 days,81.14979386165827,309,308,1,0.11645644503601542,7 days,0.0,0.0,3 days,4.478791643369631,0.19876710414585777,220 days,11 days 11:31:56.883116883,4.73236865016397,0.2397312066450489,114 days,6 days 10:49:52.207792207,1.3651970933310706
