Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Duration,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
0,0,1060.5713509982097,2009-04-30,94.2888,0.0,2009-08-05,97,96.767,0.0,2628.307922043765,0.03,Long,Closed,0
1,0,1061.376429484927,2009-08-13,96.6936,0.0,2009-09-22,40,97.3523,0.0,699.128654101718,0.01,Long,Closed,1
2,0,1066.7588596056155,2009-09-30,96.8611,0.0,2009-11-17,48,97.1092,0.0,264.662873068155,0.0,Long,Closed,2
3,0,1067.9465764259992,2009-11-19,97.0012,0.0,2010-01-07,49,98.1763,0.0,1254.944021958203,0.01,Long,Closed,3
4,0,1068.478768123601,2010-01-14,98.1274,0.0,2010-08-04,202,97.814,0.0,-334.8612459299475,-0.0,Long,Closed,4
5,0,1070.6833157322096,2010-08-06,97.6126,0.0,2011-05-25,292,99.6122,0.0,2140.9383581381408,0.02,Long,Closed,5
6,0,1074.4131003378789,2011-06-10,99.2664,0.0,2011-08-08,59,98.6901,0.0,-619.1842697247193,-0.01,Long,Closed,6
7,0,1075.0579819676725,2011-08-11,98.6309,0.0,2011-08-31,20,98.7853,0.0,165.98895241582068,0.0,Long,Closed,7
8,0,1080.7689673160896,2011-09-06,98.2633,0.0,2012-02-08,155,100.5153,0.0,2433.891714395839,0.02,Long,Closed,8
9,0,1082.8330392565958,2012-02-10,100.3237,0.0,2012-03-01,20,100.6555,0.0,359.28400242533826,0.0,Long,Closed,9
10,0,1083.3464302260093,2012-03-02,100.6078,0.0,2012-12-18,291,102.1105,0.0,1627.944680700617,0.01,Long,Closed,10
11,0,1083.6552561347407,2012-12-19,102.0814,0.0,2013-01-08,20,102.3285,0.0,267.7712137908966,0.0,Long,Closed,11
12,0,1084.1712330038174,2013-01-09,102.2798,0.0,2013-03-08,58,102.7141,0.0,470.85556649355567,0.0,Long,Closed,12
13,0,1084.5344546573217,2013-03-19,102.6797,0.0,2013-05-06,48,103.7652,0.0,1177.2621505305142,0.01,Long,Closed,13
14,0,1084.6483913862646,2013-05-09,103.7543,0.0,2013-12-26,231,105.0718,0.0,1429.0242556513986,0.01,Long,Closed,14
