,Start,End,Period,Total Return [%],Benchmark Return [%],Annualized Return [%],Annualized Volatility [%],Max Drawdown [%],Max Drawdown Duration,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta
0,2009-04-30,2025-11-05,4366 days,35.049111078501525,25.28105140801429,2.5437464380003494,2.0420824224388627,4.478791643369564,220 days,1.2403304704777058,0.5679537340760497,1.243003691978555,1.8418298228569887,0.3816856629870486,30.697605099463264,1.0432291892659713,1.0697662946081044,-0.0014376734198855586,0.0069704961342969,0.9644651184632348
