,Start,End,Period,First Trade Start,Last Trade End,Coverage,Overlap Coverage,Total Records,Total Long Trades,Total Short Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Max Win Streak,Max Loss Streak,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,SQN
0,2009-04-30,2025-11-05,4366 days,2009-04-30,2025-11-05,4181 days,0 days,43,43,0,42,1,0.0,88.09523809523809,11,2,5.512816957760085,-1.0410566032378235,0.8539701004245772,-0.437842536740095,103 days 16:12:58.378378379,68 days 14:24:00,13.834175163289895,802.3377879565232,3.9838830366287517
