Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
22,0,1.042564094157076,2011-12-30,104.2261951629852,0.0,2012-01-27,104.93214419711094,0.0,0.7359971152843627,0.006773240000000001,Long,Closed,22
23,0,1.0444752608026509,2012-02-03,104.7401407849056,0.0,2012-02-17,105.25254073235172,0.0,0.5351890687440459,0.004892106728196786,Long,Closed,23
24,0,1.0448385781778227,2012-02-24,105.21594170392024,0.0,2012-03-30,106.35314746577184,0.0,1.1881964513086558,0.01080830284303991,Long,Closed,24
25,0,1.0487088563736555,2012-04-20,105.96064933324122,0.0,2012-05-04,106.2037246233384,0.0,0.2549152094905054,0.002294014727417506,Long,Closed,25
26,0,1.056947191344561,2012-06-08,105.37592370218564,0.0,2012-06-22,105.40373542010296,0.0,0.02939551713916444,0.0002639285800797186,Long,Closed,26
27,0,1.056957015745119,2012-06-29,105.40275569386844,0.0,2012-07-20,106.10192794078466,0.0,0.7389950115923654,0.00663333934974986,Long,Closed,27
28,0,1.059784170819052,2012-07-27,105.81888294710444,0.0,2012-08-24,106.84475637180688,0.0,1.0872044167635693,0.00969461589587215,Long,Closed,28
29,0,1.0592459115725996,2012-08-31,106.89904988139118,0.0,2012-09-28,107.4968621535114,0.0,0.6332302051312695,0.005592306692936157,Long,Closed,29
30,0,1.0578693117816207,2012-10-05,107.63674725682552,0.0,2012-10-12,107.77463642850222,0.0,0.14586872314377786,0.0012810603738117427,Long,Closed,30
31,0,1.0591978807168967,2012-10-19,107.63945296885193,0.0,2012-11-02,107.87956719274452,0.0,0.25432847707701,0.0022307269060728996,Long,Closed,31
32,0,1.0585478527046135,2012-11-23,107.94581336239013,0.0,2013-01-18,109.1063634355032,0.0,1.2284977878500314,0.010751228203885401,Long,Closed,32
33,0,1.0591840078296635,2013-01-25,109.04083320490872,0.0,2013-03-29,109.79967746423102,0.0,0.8037557039075267,0.00695926688212558,Long,Closed,33
34,0,1.0606195393120423,2013-04-19,109.65106536732662,0.0,2013-05-24,110.18644289093471,0.0,0.5678318624472354,0.00488255651520209,Long,Closed,34
35,0,1.0643141077533127,2013-06-28,109.80395115132974,0.0,2013-07-26,110.10623474819954,0.0,0.32172469669093573,0.0027529391583841216,Long,Closed,35
36,0,1.0636537382974216,2013-08-02,110.17459420740406,0.0,2013-08-09,110.2102574642445,0.0,0.037933356458211165,0.000323697646422177,Long,Closed,36
37,0,1.0668411873052228,2013-09-20,109.88097736146626,0.0,2013-09-27,109.98130699543992,0.0,0.10703578583034812,0.0009130755512267139,Long,Closed,37
38,0,1.066430263186192,2013-10-04,110.02368573622314,0.0,2013-11-08,110.57664853808096,0.0,0.5896962663174037,0.005025852371311378,Long,Closed,38
39,0,1.065844405741083,2013-11-15,110.63742865988138,0.0,2014-01-24,111.24372333641035,0.0,0.646215789209009,0.005480014167654161,Long,Closed,39
40,0,1.0662563643224308,2014-01-31,111.20074323520492,0.0,2014-03-07,111.73115743792717,0.0,0.5655575193795954,0.0047698800142040405,Long,Closed,40
41,0,1.066859455128581,2014-03-14,111.66799632191754,0.0,2014-04-11,111.95239725084852,0.0,0.3034158200773618,0.0025468436642411036,Long,Closed,41
42,0,1.0674869153025541,2014-04-18,111.88659253732112,0.0,2014-05-09,112.02612609799348,0.0,0.14895025026331155,0.0012470981331012434,Long,Closed,42
43,0,1.0677195296108892,2014-05-16,112.00171998841594,0.0,2014-05-30,112.22222065946204,0.0,0.23543287276822866,0.001968725757683963,Long,Closed,43
44,0,1.068124238412932,2014-06-06,112.17970002482768,0.0,2014-06-13,112.31141821450078,0.0,0.14069139102970496,0.0011741713486837929,Long,Closed,44
45,0,1.068485177364863,2014-06-27,112.2734789277058,0.0,2014-07-11,112.50018128763917,0.0,0.2422281112624347,0.002019197784717631,Long,Closed,45
46,0,1.0689315615343247,2014-07-18,112.45320138565528,0.0,2014-08-01,112.49822688997804,0.0,0.04812918264460109,0.00040039326375732785,Long,Closed,46
47,0,1.0712185359063897,2014-08-22,112.25805128324954,0.0,2014-09-05,112.44147499968848,0.0,0.1964868849742203,0.0016339470919205258,Long,Closed,47
48,0,1.0709783251192504,2014-09-12,112.46669460925786,0.0,2014-09-19,112.55037745562072,0.0,0.08962251463891846,0.0007440678029492111,Long,Closed,48
49,0,1.076241855842547,2014-10-31,111.99993206415012,0.0,2014-11-28,112.19170941556656,0.0,0.20639881259700132,0.0017122988191332043,Long,Closed,49
50,0,1.0790268916723194,2014-12-19,111.90213560333146,0.0,2015-01-02,111.96501638033872,0.0,0.06785004936008932,0.000561926514344315,Long,Closed,50
51,0,1.0814433646648198,2015-01-30,111.71483181494374,0.0,2015-03-13,112.365616187395,0.0,0.7037864414149908,0.005825407082287012,Long,Closed,51
52,0,1.081991282195252,2015-04-03,112.30871453583828,0.0,2015-05-08,112.65111295856344,0.0,0.3704721084260427,0.003048725329465976,Long,Closed,52
53,0,1.0822299116529266,2015-05-15,112.62627362109708,0.0,2015-06-05,112.7084489738725,0.0,0.08893262477420194,0.0007296286215762465,Long,Closed,53
54,0,1.0973941316761566,2015-09-04,111.15099967704944,0.0,2015-09-18,111.43781073441698,0.0,0.3147447712549791,0.0025803731698399433,Long,Closed,54
55,0,1.103396599037367,2015-10-16,110.8315900678664,0.0,2015-11-06,111.40602045741896,0.0,0.6338245382160039,0.005182912102955608,Long,Closed,55
56,0,1.1042401924291132,2015-11-13,111.3209109103268,0.0,2015-11-27,111.70707148110036,0.0,0.4264140229795288,0.0034688951753603955,Long,Closed,56
57,0,1.1098660628166528,2015-12-25,111.1408324306609,0.0,2016-01-01,111.18313028028643,0.0,0.04694494782951608,0.0003805788448807549,Long,Closed,57
58,0,1.1251217803065319,2016-02-19,109.67557931568388,0.0,2016-05-06,113.24322137645512,0.0,4.014031786911403,0.03252904687653708,Long,Closed,58
59,0,1.128769636716721,2016-06-03,112.8772520966558,0.0,2016-06-10,112.90135771113188,0.0,0.027209685694998598,0.00021355600024209454,Long,Closed,59
60,0,1.1308019875651252,2016-06-24,112.69844405104514,0.0,2016-07-29,113.47469019989174,0.0,0.877780687955493,0.006887816024283317,Long,Closed,60
61,0,1.1299945912955152,2016-08-12,113.5557693858173,0.0,2016-09-09,114.17845606610858,0.0,0.7036325808008996,0.00548353186860663,Long,Closed,61
62,0,1.1302865897521162,2016-09-16,114.14895918164522,0.0,2016-09-23,114.2422129203365,0.0,0.10540345028698539,0.0008169477791108965,Long,Closed,62
63,0,1.1307109940398121,2016-09-30,114.1993329224813,0.0,2017-03-03,117.13614336312004,0.0,3.3206838526411104,0.025716528857766936,Long,Closed,63
64,0,1.1304345221601453,2017-03-31,117.16479150602233,0.0,2017-05-05,117.85630088262724,0.0,0.7817060717116249,0.005902023702823389,Long,Closed,64
65,0,1.1353316979010566,2017-05-19,117.34793577781868,0.0,2017-05-26,117.36575056988372,0.0,0.020225698122970925,0.00015181172081955288,Long,Closed,65
66,0,1.1364476140435564,2017-06-02,117.25050519119746,0.0,2017-08-04,118.3017576478956,0.0,1.1946933461720164,0.008965867183121116,Long,Closed,66
67,0,1.1393912142197897,2017-08-18,117.99612682477265,0.0,2017-09-01,118.0620116399202,0.0,0.07506857952961354,0.0005583642185594008,Long,Closed,67
68,0,1.1395330568942366,2017-09-08,118.04731594383638,0.0,2018-01-26,120.19568848669248,0.0,2.4481415311084618,0.018199249391474864,Long,Closed,68
69,0,1.1456230408550396,2018-03-09,119.55674374750906,0.0,2018-03-16,119.58536382037586,0.0,0.032787814907152324,0.00023938484747660155,Long,Closed,69
70,0,1.149011736397996,2018-03-30,119.23267952956846,0.0,2018-04-27,119.67284124866916,0.0,0.5057509811598209,0.0036916197877742345,Long,Closed,70
71,0,1.1498933729684289,2018-05-04,119.58108669488816,0.0,2018-05-18,119.7122108689778,0.0,0.15077881882163524,0.0010965293736141049,Long,Closed,71
72,0,1.1522096814217673,2018-06-01,119.4715511952442,0.0,2018-06-15,119.71514549542944,0.0,0.28067171101258737,0.002038931425500159,Long,Closed,72
73,0,1.1544124100908517,2018-06-29,119.48671761229048,0.0,2018-08-31,119.93760499094984,0.0,0.5205099854777018,0.003773535566709588,Long,Closed,73
74,0,1.1550100834987944,2018-09-07,119.87554188159734,0.0,2018-10-05,120.1588557595801,0.0,0.3272303858652492,0.002363400186024646,Long,Closed,74
75,0,1.159217379802427,2018-11-02,119.72274781425914,0.0,2018-11-09,119.78070220770051,0.0,0.06718174011314204,0.00048407169480674044,Long,Closed,75
76,0,1.1759337970788857,2018-12-07,118.07796672654923,0.0,2018-12-14,118.15875435315128,0.0,0.09500090050713084,0.0006841888359166473,Long,Closed,76
77,0,1.1809145816851754,2019-01-04,117.66039205505795,0.0,2019-03-01,119.5607433434855,0.0,2.2441525468283032,0.01615115550132027,Long,Closed,77
78,0,1.1822649306664395,2019-03-08,119.42418450308918,0.0,2019-05-03,120.45938462988622,0.0,1.223880806133593,0.008668262053489369,Long,Closed,78
79,0,1.1823499657897651,2019-05-10,120.45072113859842,0.0,2019-05-24,120.48625063180144,0.0,0.0420082950731171,0.0002949711954163924,Long,Closed,79
80,0,1.1848557008832539,2019-06-07,120.23144607942776,0.0,2019-07-26,121.747846543901,0.0,1.7967157351531569,0.012612344889135662,Long,Closed,80
81,0,1.1941697802243203,2019-08-23,120.79825870380272,0.0,2019-09-27,121.35058157427576,0.0,0.6595672808456641,0.004572275100648117,Long,Closed,81
82,0,1.1954441076144622,2019-10-11,121.22122348139233,0.0,2019-12-27,123.04585453796555,0.0,2.18124444515081,0.015052075900333636,Long,Closed,82
83,0,1.1959165851518572,2020-01-03,122.9972421154433,0.0,2020-01-17,123.42022911948192,0.0,0.5058571734334691,0.0034389958405864163,Long,Closed,83
84,0,1.1995100084528492,2020-01-31,123.05049387425144,0.0,2020-02-21,123.25870805430884,0.0,0.2497549928806393,0.0016921035706704806,Long,Closed,84
85,0,1.320962224913927,2020-03-27,111.92602721833704,0.0,2020-04-17,116.66441365548488,0.0,6.259229490516788,0.042334982799885734,Long,Closed,85
86,0,1.3245877413835114,2020-04-24,116.34509260191648,0.0,2020-05-08,117.16543621706894,0.0,1.0866170963531943,0.007050951585550215,Long,Closed,86
87,0,1.3372989961061743,2020-05-15,116.05175879056708,0.0,2020-06-05,119.25108252381467,0.0,4.278452416690669,0.027568076232444352,Long,Closed,87
88,0,1.3415302796346102,2020-06-12,118.87495598467416,0.0,2020-06-26,119.6653377947795,0.0,1.0603211307287381,0.0066488504963757725,Long,Closed,88
89,0,1.3382789787128175,2020-07-03,119.95606045370748,0.0,2020-08-14,122.15412413223416,0.0,2.9416224148444314,0.018323906855668582,Long,Closed,89
90,0,1.3394046125171897,2020-08-21,122.05146597339126,0.0,2020-09-04,122.27564731359044,0.0,0.3002695211030755,0.001836777120301535,Long,Closed,90
91,0,1.3472095595593754,2020-10-02,121.56725347459208,0.0,2020-10-23,121.87098513606465,0.0,0.40919019787668276,0.002498466098323421,Long,Closed,91
92,0,1.3511329899505153,2020-10-30,121.51709523000994,0.0,2020-12-04,124.15633169091488,0.0,3.565959450608915,0.02171905488614048,Long,Closed,92
93,0,1.3532819503359423,2020-12-11,123.95917614743226,0.0,2021-01-22,125.29423611234375,0.0,1.8067125531308648,0.010770158421540554,Long,Closed,93
94,0,1.3558651740714251,2021-01-29,125.0555228163361,0.0,2021-02-19,125.62452457989916,0.0,0.7714896752003995,0.004549993081063254,Long,Closed,94
95,0,1.3641891305612375,2021-03-19,124.8579937131518,0.0,2021-04-16,125.50444942934696,0.0,0.8818878614226264,0.0051775276613873124,Long,Closed,95
96,0,1.366090094759098,2021-04-23,125.32980540992784,0.0,2021-04-30,125.36379089150488,0.0,0.04642722974799085,0.0002711683901994816,Long,Closed,96
97,0,1.3667084394320672,2021-05-14,125.30707211371404,0.0,2021-06-04,125.65581894284055,0.0,0.4766352345923792,0.0027831376413458273,Long,Closed,97
98,0,1.3672569586672532,2021-06-11,125.60540805755213,0.0,2021-07-09,125.91533708666388,0.0,0.423752621746047,0.0024674815671133893,Long,Closed,98
99,0,1.3682730261613376,2021-07-23,125.82183346671796,0.0,2021-08-06,125.8354669748129,0.0,0.01865436137825327,0.00010835566228290869,Long,Closed,99
100,0,1.3687163461863832,2021-08-20,125.79470952895764,0.0,2021-11-12,126.82239461026607,0.0,1.4066093695187192,0.00816954135159278,Long,Closed,100
101,0,1.373415789725056,2021-12-10,126.38844395426732,0.0,2022-01-14,126.62179235158152,0.0,0.32048437337837754,0.0018462795332668978,Long,Closed,101
102,0,1.4025325380354794,2022-03-11,123.99310833995796,0.0,2022-04-01,125.39958085747458,0.0,1.9726234696697418,0.011343150731090879,Long,Closed,102
103,0,1.416537164488334,2022-05-27,124.1598150883302,0.0,2022-06-10,124.54121896271003,0.0,0.5402727627388515,0.0030718785631927517,Long,Closed,103
104,0,1.4182700743323977,2022-07-08,124.38904857694358,0.0,2022-07-22,124.68044295986992,0.0,0.4132759331329794,0.0023426048053264816,Long,Closed,104
105,0,1.4191611122930439,2022-07-29,124.6021607925634,0.0,2022-08-19,125.0930158946068,0.0,0.6966024725906266,0.003939378730843769,Long,Closed,105
106,0,1.4188322820212986,2022-08-26,125.12200760203501,0.0,2022-09-02,125.13967960603892,0.0,0.025073609768782035,0.00014123817498305644,Long,Closed,106
107,0,1.4303067885757865,2022-10-28,124.13575787027216,0.0,2022-11-04,124.41018409118784,0.0,0.3925136867389085,0.002210694369002666,Long,Closed,107
108,0,1.4315660643328942,2022-11-11,124.30074678845578,0.0,2022-12-09,125.58269750469375,0.0,1.8351971415135324,0.01031329858717336,Long,Closed,108
109,0,1.432323157673675,2022-12-23,125.51631735612972,0.0,2023-02-03,127.05085162552012,0.0,2.197948970291719,0.012225775116046745,Long,Closed,109
110,0,1.4346370322104507,2023-02-17,126.84593587062776,0.0,2023-03-03,127.07347635380368,0.0,0.32643800349126195,0.0017938334532689472,Long,Closed,110
111,0,1.4538849702317098,2023-03-24,125.39115454218599,0.0,2023-05-05,126.7850612895607,0.0,2.0265800699126544,0.011116467923626519,Long,Closed,111
112,0,1.454182485821377,2023-05-12,126.7591219506962,0.0,2023-06-16,127.74464984148402,0.0,1.433137398072148,0.007774808436833127,Long,Closed,112
113,0,1.4548733219654306,2023-06-23,127.68399121231846,0.0,2023-08-11,128.34620771822438,0.0,0.9634411278076698,0.005186370661023171,Long,Closed,113
114,0,1.4565399073579772,2023-08-18,128.19935289200822,0.0,2023-09-01,128.34506894860434,0.0,0.21224125157507956,0.0011366364440143894,Long,Closed,114
115,0,1.4576470512891297,2023-09-08,128.24758549809818,0.0,2023-09-29,128.44060506539415,0.0,0.2813544031101003,0.001505054200797021,Long,Closed,115
116,0,1.4596813250523788,2023-10-06,128.26160479421443,0.0,2023-10-13,128.28516740662826,0.0,0.03439390530991204,0.00018370745050034509,Long,Closed,116
117,0,1.4609324344539785,2023-10-20,128.17530689888466,0.0,2023-11-03,128.36889271215486,0.0,0.28281579345659225,0.0015103206534385011,Long,Closed,117
118,0,1.4612687583531856,2023-11-10,128.33934747874926,0.0,2023-12-29,130.10655219852825,0.0,2.582361046627341,0.013769781088154688,Long,Closed,118
119,0,1.4619412805810785,2024-01-05,130.04670058238588,0.0,2024-02-23,131.47278158718214,0.0,2.084846690364202,0.010965914540006557,Long,Closed,119
120,0,1.4644661311087102,2024-03-08,131.24611255407294,0.0,2024-05-10,132.0961689171241,0.0,1.2448787532218546,0.006476811743288221,Long,Closed,120
121,0,1.4653767558012185,2024-05-17,132.0140807901455,0.0,2024-05-24,132.0397690278116,0.0,0.03764294637338139,0.0001945871039841734,Long,Closed,121
122,0,1.4669505720200018,2024-05-31,131.89811031484334,0.0,2024-06-07,132.01308287289012,0.0,0.16865905979332751,0.0008716770677937597,Long,Closed,122
123,0,1.4698192770424954,2024-06-28,131.7554276633093,0.0,2024-07-19,131.95964030550903,0.0,0.30015567812094446,0.0015499372270384119,Long,Closed,123
124,0,1.4735031990261054,2024-08-09,131.6297265189682,0.0,2024-08-16,131.78452599370848,0.0,0.22809752123737326,0.0011760221557398714,Long,Closed,124
125,0,1.4749626286740263,2024-08-30,131.65412930389857,0.0,2024-12-13,134.43576835793743,0.0,4.102813651167509,0.021128384417157076,Long,Closed,125
126,0,1.475867496564683,2024-12-20,134.35334455605414,0.0,2025-01-03,134.39158948617228,0.0,0.056444449269747565,0.0002846593082182756,Long,Closed,126
127,0,1.47599970174336,2025-01-10,134.37955204193722,0.0,2025-01-24,134.41575302352874,0.0,0.05343263803189302,0.0002693935278204931,Long,Closed,127
128,0,1.478550252998742,2025-01-31,134.18388111594766,0.0,2025-02-21,134.2127484169407,0.0,0.042681755186663395,0.00021513240452558435,Long,Closed,128
129,0,1.4846520310475706,2025-03-14,133.66114683957608,0.0,2025-03-28,133.9701983480487,0.0,0.45883394975220426,0.002312201531859977,Long,Closed,129
130,0,1.492456732903934,2025-04-18,133.26961022867997,0.0,2025-06-06,135.33998750835673,0.0,3.0899485107049145,0.015535254257322134,Long,Closed,130
131,0,1.492918141533201,2025-06-13,135.29815866564664,0.0,2025-08-01,136.46768999167872,0.0,1.74601453372469,0.00864410378948524,Long,Closed,131
132,0,1.4970849530766144,2025-08-22,136.08786174960622,0.0,2025-08-29,136.08491484571738,0.0,-0.004411765470138107,-2.1654421275699898e-05,Long,Closed,132
133,0,1.4988717354791055,2025-09-05,135.9226900700176,0.0,2025-09-12,136.01360353246952,0.0,0.13626761924371067,0.0006688615595017958,Long,Closed,133
