Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
0,0,0.9895975812511403,2007-11-30,101.05117665462642,0.0,2007-12-31,101.34555722052102,0.0,0.2913182959766374,0.002913182959766374,Long,Closed,0
1,0,1.014524124487315,2008-03-31,98.85552829673556,0.0,2008-05-31,99.99590803134818,0.0,1.156942751840944,0.011535821559615063,Long,Closed,1
2,0,1.134563341108385,2008-12-31,89.41612810150387,0.0,2010-03-31,105.0482358678429,0.0,17.73561641594395,0.17482425260679704,Long,Closed,2
3,0,1.1558906984563613,2010-05-31,103.10998922556097,0.0,2010-07-31,104.1986502281934,0.0,1.2583731267150142,0.010558249601315656,Long,Closed,3
4,0,1.1620553125958009,2010-08-31,103.6458843954962,0.0,2010-09-30,104.60066936011356,0.0,1.1095129405201902,0.009211991100139073,Long,Closed,4
5,0,1.1625471616717808,2010-10-31,104.55641503283304,0.0,2011-02-28,106.13940417676883,0.0,1.8402995362397832,0.015140048015596996,Long,Closed,5
6,0,1.1687837150374711,2011-03-31,105.57305126661576,0.0,2011-05-31,105.9683243334898,0.0,0.46198872355530796,0.0037440716369542297,Long,Closed,6
7,0,1.170245262504566,2011-06-30,105.83597794339168,0.0,2011-07-31,105.87445504366686,0.0,0.045027644311943504,0.00036355406755688525,Long,Closed,7
8,0,1.1926479032957347,2011-09-30,103.88571437783445,0.0,2011-10-31,104.19464064179184,0.0,0.36844026098175675,0.002973712659219065,Long,Closed,8
9,0,1.1978103925741954,2011-11-30,103.74556813539095,0.0,2012-03-31,106.35314746577184,0.0,3.12338562139189,0.02513436840962616,Long,Closed,9
10,0,1.2098048653876488,2012-05-31,105.29872127490457,0.0,2013-03-31,109.79967746423102,0.0,5.445278696743799,0.04274464243089676,Long,Closed,10
