Date,perfect_foresight_equity
2006-05-12,1.054740699417066
2006-05-19,1.054740699417066
2006-05-26,1.054740699417066
2006-06-02,1.054740699417066
2006-06-09,1.0550587990947484
2006-06-16,1.0550587990947482
2006-06-23,1.0551489197918564
2006-06-30,1.0551489197918564
2006-07-07,1.0551489197918564
2006-07-14,1.0556717953400412
2006-07-21,1.0556717953400414
2006-07-28,1.0557607295647629
2006-08-04,1.0561490837799987
2006-08-11,1.0568671402107759
2006-08-18,1.0568895084837635
2006-08-25,1.057474380180952
2006-09-01,1.0578461563043986
2006-09-08,1.0578461563043988
2006-09-15,1.0578777083438426
2006-09-22,1.0584693883333491
2006-09-29,1.0592389263027353
2006-10-06,1.0604575894846224
2006-10-13,1.0604575894846224
2006-10-20,1.0610834682288308
2006-10-27,1.0610955895107153
2006-11-03,1.062239502464144
2006-11-10,1.062266503227191
2006-11-17,1.062956496894846
2006-11-24,1.0632972666033433
2006-12-01,1.0632972666033436
2006-12-08,1.0634359731651386
2006-12-15,1.0634359731651386
2006-12-22,1.0638716119724851
2006-12-29,1.0641227680609018
2007-01-05,1.064715899450591
2007-01-12,1.0650091716854686
2007-01-19,1.065258942581588
2007-01-26,1.0659594545998023
2007-02-02,1.066803218825053
2007-02-09,1.0677601312242317
2007-02-16,1.067760131224232
2007-02-23,1.068275675106061
2007-03-02,1.0682756751060607
2007-03-09,1.0687763803123862
2007-03-16,1.0687763803123862
2007-03-23,1.0687763803123862
2007-03-30,1.0687763803123862
2007-04-06,1.068944543055479
2007-04-13,1.068944543055479
2007-04-20,1.068944543055479
2007-04-27,1.068944543055479
2007-05-04,1.068944543055479
2007-05-11,1.0689445430554791
2007-05-18,1.0691362330368515
2007-05-25,1.0691362330368515
2007-06-01,1.0699738093614095
2007-06-08,1.0699738093614095
2007-06-15,1.0699738093614093
2007-06-22,1.0714240292692703
2007-06-29,1.0714240292692703
2007-07-06,1.0714240292692703
2007-07-13,1.0714240292692703
2007-07-20,1.0714240292692703
2007-07-27,1.0714240292692703
2007-08-03,1.0714240292692703
2007-08-10,1.0714403227653697
2007-08-17,1.0714403227653697
2007-08-24,1.0714403227653697
2007-08-31,1.0714403227653697
2007-09-07,1.0714403227653697
2007-09-14,1.0714403227653697
2007-09-21,1.0714403227653697
2007-09-28,1.072065236380572
2007-10-05,1.078102648840163
2007-10-12,1.078496203363894
2007-10-19,1.078496203363894
2007-10-26,1.078496203363894
2007-11-02,1.078520525480705
2007-11-09,1.078520525480705
2007-11-16,1.078520525480705
2007-11-23,1.078520525480705
2007-11-30,1.0785205254807053
2007-12-07,1.0809534491473087
2007-12-14,1.0842026470244397
2007-12-21,1.0842026470244397
2007-12-28,1.08420264702444
2008-01-04,1.084353006744791
2008-01-11,1.084353006744791
2008-01-18,1.084353006744791
2008-01-25,1.08455465547903
2008-02-01,1.086524965140994
2008-02-08,1.086524965140994
2008-02-15,1.086524965140994
2008-02-22,1.086524965140994
2008-02-29,1.086524965140994
2008-03-07,1.086524965140994
2008-03-14,1.086524965140994
2008-03-21,1.086524965140994
2008-03-28,1.086524965140994
2008-04-04,1.086524965140994
2008-04-11,1.086524965140994
2008-04-18,1.0865249651409938
2008-04-25,1.0916358942906883
2008-05-02,1.0986936932065157
2008-05-09,1.0988662770468576
2008-05-16,1.0995219305415314
2008-05-23,1.1003200596879954
2008-05-30,1.1006753898584056
2008-06-06,1.1006753898584056
2008-06-13,1.1010134740132465
2008-06-20,1.1019387710635675
2008-06-27,1.1019387710635675
2008-07-04,1.1019387710635675
2008-07-11,1.1019387710635675
2008-07-18,1.1019387710635673
2008-07-25,1.1025976187652953
2008-08-01,1.1026282179446958
2008-08-08,1.1034291733541308
2008-08-15,1.1034291733541308
2008-08-22,1.1034291733541308
2008-08-29,1.1034291733541308
2008-09-05,1.1034291733541306
2008-09-12,1.1069826764170676
2008-09-19,1.1069826764170676
2008-09-26,1.1069826764170676
2008-10-03,1.1069826764170676
2008-10-10,1.1069826764170676
2008-10-17,1.10852703795805
2008-10-24,1.10852703795805
2008-10-31,1.1100937097880672
2008-11-07,1.1111181133065116
2008-11-14,1.114020245178971
2008-11-21,1.114020245178971
2008-11-28,1.114020245178971
2008-12-05,1.114020245178971
2008-12-12,1.114020245178971
2008-12-19,1.114020245178971
2008-12-26,1.114020245178971
2009-01-02,1.114020245178971
2009-01-09,1.124856266688373
2009-01-16,1.1291411992719884
2009-01-23,1.1291411992719886
2009-01-30,1.1334892481343608
2009-02-06,1.135321560633434
2009-02-13,1.1382975135080184
2009-02-20,1.1390105397882047
2009-02-27,1.1390105397882047
2009-03-06,1.1390105397882044
2009-03-13,1.1437131032197905
2009-03-20,1.1516343912755662
2009-03-27,1.1608314080117497
2009-04-03,1.1608314080117499
2009-04-10,1.1661369952338934
2009-04-17,1.1796482579944894
2009-04-24,1.1837401766708526
2009-05-01,1.1945028307805041
2009-05-08,1.2091962445802935
2009-05-15,1.215427827747497
2009-05-22,1.2181327031567144
2009-05-29,1.2289166381233936
2009-06-05,1.2445462731437469
2009-06-12,1.25438230573531
2009-06-19,1.25438230573531
2009-06-26,1.2552655145457663
2009-07-03,1.256091390215879
2009-07-10,1.2576030496709827
2009-07-17,1.264654535223612
2009-07-24,1.2738963886686012
2009-07-31,1.286430549768032
2009-08-07,1.289815670008144
2009-08-14,1.2944454694449337
2009-08-21,1.2949658955062824
2009-08-28,1.2949658955062824
2009-09-04,1.2949658955062824
2009-09-11,1.2952717160807878
2009-09-18,1.2952717160807878
2009-09-25,1.2994858571291166
2009-10-02,1.3028744419752247
2009-10-09,1.3028744419752247
2009-10-16,1.3082578068665562
2009-10-23,1.3140075290602793
2009-10-30,1.3181050498597846
2009-11-06,1.3181050498597846
2009-11-13,1.319061834232358
2009-11-20,1.3213897539012265
2009-11-27,1.3213897539012265
2009-12-04,1.3219000574582498
2009-12-11,1.3233380803837773
2009-12-18,1.3255701267003916
2009-12-25,1.3258048284981387
2010-01-01,1.3265045423339727
2010-01-08,1.3349968642091314
2010-01-15,1.3399610819530439
2010-01-22,1.3399610819530439
2010-01-29,1.3399610819530439
2010-02-05,1.3399610819530439
2010-02-12,1.3407313839874895
2010-02-19,1.340757135614847
2010-02-26,1.343679327121333
2010-03-05,1.3439824172609802
2010-03-12,1.3463503970536543
2010-03-19,1.3489720908662002
2010-03-26,1.3493646802084134
2010-04-02,1.349624150787214
2010-04-09,1.349624150787214
2010-04-16,1.349752226916771
2010-04-23,1.349752226916771
2010-04-30,1.349752226916771
2010-05-07,1.349752226916771
2010-05-14,1.3527193811389642
2010-05-21,1.3527193811389642
2010-05-28,1.3527193811389642
2010-06-04,1.3545234417409704
2010-06-11,1.3545234417409704
2010-06-18,1.3579400835820712
2010-06-25,1.3580646928224092
2010-07-02,1.3597711108967934
2010-07-09,1.3629951982976822
2010-07-16,1.365335563163935
2010-07-23,1.365335563163935
2010-07-30,1.3713150518198105
2010-08-06,1.3725744797971058
2010-08-13,1.3725744797971058
2010-08-20,1.3738522347984565
2010-08-27,1.3738522347984565
2010-09-03,1.3778788261648718
2010-09-10,1.380199688497432
2010-09-17,1.381134429982906
2010-09-24,1.3837515168788908
2010-10-01,1.3874154357903221
2010-10-08,1.3878051674176586
2010-10-15,1.3878051674176586
2010-10-22,1.3878051674176586
2010-10-29,1.3891543069369388
2010-11-05,1.3911878017516734
2010-11-12,1.3934182991933326
2010-11-19,1.3963166594543537
2010-11-26,1.3963166594543537
2010-12-03,1.3964441406419452
2010-12-10,1.3964441406419452
2010-12-17,1.3992246189285575
2010-12-24,1.4029812884367545
2010-12-31,1.40362924026619
2011-01-07,1.407000954209403
2011-01-14,1.407000954209403
2011-01-21,1.4078034646870354
2011-01-28,1.4130456661490762
2011-02-04,1.4130456661490762
2011-02-11,1.4191882612111726
2011-02-18,1.4205070349157514
2011-02-25,1.4205070349157514
2011-03-04,1.4205070349157514
2011-03-11,1.4205070349157514
2011-03-18,1.4205070349157514
2011-03-25,1.4205070349157514
2011-04-01,1.4205070349157514
2011-04-08,1.4242824100625953
2011-04-15,1.4271290238123588
2011-04-22,1.4271290238123588
2011-04-29,1.4274336819634093
2011-05-06,1.4274336819634093
2011-05-13,1.4308205687587043
2011-05-20,1.4308205687587043
2011-05-27,1.4314820354682163
2011-06-03,1.4314820354682163
2011-06-10,1.4314820354682163
2011-06-17,1.4314820354682163
2011-06-24,1.433280741548715
2011-07-01,1.4366775558969835
2011-07-08,1.437457813790489
2011-07-15,1.437457813790489
2011-07-22,1.442389353878143
2011-07-29,1.442389353878143
2011-08-05,1.442389353878143
2011-08-12,1.442389353878143
2011-08-19,1.442389353878143
2011-08-26,1.442389353878143
2011-09-02,1.442389353878143
2011-09-09,1.442389353878143
2011-09-16,1.442389353878143
2011-09-23,1.442389353878143
2011-09-30,1.4451169895314757
2011-10-07,1.4451169895314757
2011-10-14,1.4467376731438306
2011-10-21,1.4467376731438306
2011-10-28,1.4597478118734966
2011-11-04,1.4597478118734966
2011-11-11,1.4597478118734966
2011-11-18,1.4597478118734966
2011-11-25,1.4597478118734966
2011-12-02,1.4665283344042748
2011-12-09,1.4678737393175532
2011-12-16,1.4678737393175532
2011-12-23,1.4713144563432534
2011-12-30,1.4713144563432534
2012-01-06,1.4747867290339345
2012-01-13,1.478621607172381
2012-01-20,1.4809517720163254
2012-01-27,1.4812800222715354
2012-02-03,1.4812800222715354
2012-02-10,1.4890919151570368
2012-02-17,1.4890919151570368
2012-02-24,1.4890919151570368
2012-03-02,1.4964575126358246
2012-03-09,1.496693186855723
2012-03-16,1.499652176475997
2012-03-23,1.5038221808114989
2012-03-30,1.5051864715371766
2012-04-06,1.5051864715371766
2012-04-13,1.5051864715371766
2012-04-20,1.5051864715371766
2012-04-27,1.5076172949534294
2012-05-04,1.5086393914703926
2012-05-11,1.5086393914703926
2012-05-18,1.5086393914703926
2012-05-25,1.5086393914703926
2012-06-01,1.5086393914703926
2012-06-08,1.5090446567577365
2012-06-15,1.5090446567577365
2012-06-22,1.510476483258074
2012-06-29,1.510476483258074
2012-07-06,1.5132305016077332
2012-07-13,1.5168925337845318
2012-07-20,1.5204959863513416
2012-07-27,1.5204959863513416
2012-08-03,1.526455399411774
2012-08-10,1.5278008380588066
2012-08-17,1.5305279575363975
2012-08-24,1.5352366109102336
2012-08-31,1.5360167463748
2012-09-07,1.5373013969958265
2012-09-14,1.5390725614904213
2012-09-21,1.540533510865362
2012-09-28,1.544606623106014
2012-10-05,1.5466166116091602
2012-10-12,1.5485979208637715
2012-10-19,1.5485979208637715
2012-10-26,1.5497111285263125
2012-11-02,1.5520524199125307
2012-11-09,1.5520524199125307
2012-11-16,1.5520689049737624
2012-11-23,1.5535376804293528
2012-11-30,1.556147720124032
2012-12-07,1.5569627631514114
2012-12-14,1.5581928877205617
2012-12-21,1.561299759260663
2012-12-28,1.5616596705975108
2013-01-04,1.5667258950696734
2013-01-11,1.5683474995592435
2013-01-18,1.5702401185549832
2013-01-25,1.5702401185549832
2013-02-01,1.5716067887760747
2013-02-08,1.5722940152632368
2013-02-15,1.5736082065980808
2013-02-22,1.5745471379518055
2013-03-01,1.5757693427695378
2013-03-08,1.5775035527305916
2013-03-15,1.5800825977457562
2013-03-22,1.5808236627567795
2013-03-29,1.5811678386090278
2013-04-05,1.581186873535606
2013-04-12,1.581186873535606
2013-04-19,1.581186873535606
2013-04-26,1.5824071032560199
2013-05-03,1.5830869596132704
2013-05-10,1.5853542742267
2013-05-17,1.587766173534664
2013-05-24,1.588907107806739
2013-05-31,1.5895994993236737
2013-06-07,1.5895994993236737
2013-06-14,1.5895994993236737
2013-06-21,1.5895994993236737
2013-06-28,1.5895994993236737
2013-07-05,1.590512654912643
2013-07-12,1.5924111569604835
2013-07-19,1.5932046438103793
2013-07-26,1.5939755700315095
2013-08-02,1.5949651898128212
2013-08-09,1.5954814762908887
2013-08-16,1.5954814762908887
2013-08-23,1.5954814762908887
2013-08-30,1.5954814762908887
2013-09-06,1.5954814762908887
2013-09-13,1.5954814762908887
2013-09-20,1.5954814762908887
2013-09-27,1.596938271419325
2013-10-04,1.5975536144707958
2013-10-11,1.5987527534088453
2013-10-18,1.5995543854629921
2013-10-25,1.6006480257651998
2013-11-01,1.6031952150839723
2013-11-08,1.605582683092381
2013-11-15,1.6064652158181343
2013-11-22,1.6071235146995233
2013-11-29,1.6073545874397734
2013-12-06,1.608220590207499
2013-12-13,1.609075783107534
2013-12-20,1.6103263240694992
2013-12-27,1.6111290906870182
2014-01-03,1.6126601456020293
2014-01-10,1.613771868077055
2014-01-17,1.6150402901135565
2014-01-24,1.6152686679606612
2014-01-31,1.6152686679606612
2014-02-07,1.6152686679606612
2014-02-14,1.6167056085669615
2014-02-21,1.6192152928499057
2014-02-28,1.6210960606765181
2014-03-07,1.6231550010769338
2014-03-14,1.6231550010769338
2014-03-21,1.6253266256973935
2014-03-28,1.6254490504969705
2014-04-04,1.6269630431000948
2014-04-11,1.6272889231075078
2014-04-18,1.6272889231075078
2014-04-25,1.629016097350031
2014-05-02,1.629428137917949
2014-05-09,1.629428137917949
2014-05-16,1.629428137917949
2014-05-23,1.6321793463474914
2014-05-30,1.6326360350633626
2014-06-06,1.6326360350633626
2014-06-13,1.6345530295185628
2014-06-20,1.6345530295185628
2014-06-27,1.6345530295185628
2014-07-04,1.63505630477545
2014-07-11,1.6378535153747702
2014-07-18,1.6378535153747702
2014-07-25,1.6385777081927164
2014-08-01,1.6385777081927164
2014-08-08,1.6385777081927164
2014-08-15,1.6385777081927164
2014-08-22,1.6385777081927164
2014-08-29,1.6405474446517763
2014-09-05,1.6412550574739038
2014-09-12,1.6416231761930276
2014-09-19,1.6428446551430083
2014-09-26,1.6428446551430083
2014-10-03,1.6428446551430083
2014-10-10,1.6428446551430083
2014-10-17,1.6428446551430083
2014-10-24,1.6428446551430083
2014-10-31,1.6428446551430083
2014-11-07,1.6436005622267866
2014-11-14,1.643962562179881
2014-11-21,1.6441451168173773
2014-11-28,1.6456576961060287
2014-12-05,1.6456576961060287
2014-12-12,1.6456576961060287
2014-12-19,1.6456576961060287
2014-12-26,1.6458279598923045
2015-01-02,1.6465824347990055
2015-01-09,1.6465824347990055
2015-01-16,1.6465824347990055
2015-01-23,1.6465824347990055
2015-01-30,1.6465824347990055
2015-02-06,1.6473701144306967
2015-02-13,1.648819212627366
2015-02-20,1.651122206564028
2015-02-27,1.6533108197225328
2015-03-06,1.6551468193165226
2015-03-13,1.6561744477762526
2015-03-20,1.6561744477762526
2015-03-27,1.6563712137989217
2015-04-03,1.6563712137989217
2015-04-10,1.6572279716810245
2015-04-17,1.6581821593344224
2015-04-24,1.6593166936056583
2015-05-01,1.661053225316515
2015-05-08,1.6614210346734286
2015-05-15,1.6614210346734286
2015-05-22,1.6614210346734286
2015-05-29,1.6619752082383337
2015-06-05,1.6627355598030673
2015-06-12,1.6627355598030673
2015-06-19,1.6627355598030673
2015-06-26,1.6627355598030673
2015-07-03,1.6627355598030673
2015-07-10,1.6627355598030673
2015-07-17,1.6628494783643983
2015-07-24,1.6628494783643983
2015-07-31,1.6628494783643983
2015-08-07,1.6628494783643983
2015-08-14,1.6628494783643983
2015-08-21,1.6628494783643983
2015-08-28,1.6628494783643983
2015-09-04,1.6628494783643983
2015-09-11,1.6658025422713523
2015-09-18,1.667140250543852
2015-09-25,1.667140250543852
2015-10-02,1.667140250543852
2015-10-09,1.667140250543852
2015-10-16,1.667140250543852
2015-10-23,1.6692167856952058
2015-10-30,1.6731678656226863
2015-11-06,1.67578089192572
2015-11-13,1.67578089192572
2015-11-20,1.6794741171238887
2015-11-27,1.6815940001766825
2015-12-04,1.6819702979140867
2015-12-11,1.6819702979140867
2015-12-18,1.6819702979140867
2015-12-25,1.6819702979140867
2016-01-01,1.68261042022719
2016-01-08,1.68261042022719
2016-01-15,1.68261042022719
2016-01-22,1.68261042022719
2016-01-29,1.68261042022719
2016-02-05,1.68261042022719
2016-02-12,1.68261042022719
2016-02-19,1.6827438366384548
2016-02-26,1.6851677301677992
2016-03-04,1.6914017446158476
2016-03-11,1.700045050311174
2016-03-18,1.7077172189553707
2016-03-25,1.7132938577705723
2016-04-01,1.718669220503878
2016-04-08,1.7198009826577396
2016-04-15,1.7217456961599236
2016-04-22,1.7280252745044673
2016-04-29,1.7383196957152394
2016-05-06,1.7383196957152394
2016-05-13,1.7383196957152394
2016-05-20,1.7383196957152394
2016-05-27,1.7383196957152394
2016-06-03,1.7383196957152394
2016-06-10,1.7386909243165987
2016-06-17,1.7386909243165987
2016-06-24,1.7386909243165987
2016-07-01,1.7393717148699077
2016-07-08,1.7416346929272268
2016-07-15,1.7447434917959455
2016-07-22,1.7488286639440345
2016-07-29,1.7506667075263826
2016-08-05,1.7517963097108067
2016-08-12,1.7519175823357627
2016-08-19,1.753643581676779
2016-08-26,1.756762758188794
2016-09-02,1.7587050070323313
2016-09-09,1.7615242782296732
2016-09-16,1.7615242782296732
2016-09-23,1.7629633515766228
2016-09-30,1.7629633515766228
2016-10-07,1.7629633515766228
2016-10-14,1.7641572831972925
2016-10-21,1.7647916001377466
2016-10-28,1.7689660867147792
2016-11-04,1.7705880973033004
2016-11-11,1.7709596174596887
2016-11-18,1.7747211303053145
2016-11-25,1.7778186650189214
2016-12-02,1.781704006473316
2016-12-09,1.7848120461922685
2016-12-16,1.786709075074343
2016-12-23,1.7886069622084881
2016-12-30,1.7901211248417987
2017-01-06,1.790682846949563
2017-01-13,1.7945018555548775
2017-01-20,1.7956428608586408
2017-01-27,1.7977027174345732
2017-02-03,1.800234253025691
2017-02-10,1.8020591383027769
2017-02-17,1.8050274276459337
2017-02-24,1.8057964457799542
2017-03-03,1.8084099152149555
2017-03-10,1.8084099152149555
2017-03-17,1.8087893002426787
2017-03-24,1.8087893002426787
2017-03-31,1.8095543905810045
2017-04-07,1.812146775885782
2017-04-14,1.8132834068286823
2017-04-21,1.8153470716047346
2017-04-28,1.818996503987433
2017-05-05,1.8202344234857613
2017-05-12,1.8202344234857613
2017-05-19,1.8202344234857613
2017-05-26,1.8205107564058856
2017-06-02,1.8205107564058856
2017-06-09,1.82179746075204
2017-06-16,1.824729965636994
2017-06-23,1.8268088564199674
2017-06-30,1.8297450159989506
2017-07-07,1.8307040401183754
2017-07-14,1.8327117453831638
2017-07-21,1.8341192166630524
2017-07-28,1.8357667275266443
2017-08-04,1.836833214053264
2017-08-11,1.836833214053264
2017-08-18,1.836833214053264
2017-08-25,1.8372321201781545
2017-09-01,1.8378588359954533
2017-09-08,1.8378588359954533
2017-09-15,1.8380476269274002
2017-09-22,1.8396371678663752
2017-09-29,1.8413093702776575
2017-10-06,1.843196882446573
2017-10-13,1.8437606015546155
2017-10-20,1.8461240445066494
2017-10-27,1.849043931490652
2017-11-03,1.8516517303477182
2017-11-10,1.8529116363261509
2017-11-17,1.8529116363261509
2017-11-24,1.8534949247464998
2017-12-01,1.8535826617233766
2017-12-08,1.855387534097292
2017-12-15,1.8573609842263672
2017-12-22,1.8585513186517497
2017-12-29,1.8595917419956538
2018-01-05,1.861460873443286
2018-01-12,1.8643146029305533
2018-01-19,1.8674060812220337
2018-01-26,1.8713663979672095
2018-02-02,1.8713663979672095
2018-02-09,1.8713663979672095
2018-02-16,1.8713663979672095
2018-02-23,1.8713663979672095
2018-03-02,1.8713663979672095
2018-03-09,1.8713663979672095
2018-03-16,1.8718143747269598
2018-03-23,1.8718143747269598
2018-03-30,1.8718143747269598
2018-04-06,1.8718143747269598
2018-04-13,1.8750091771981683
2018-04-20,1.8784166302400058
2018-04-27,1.878724646369422
2018-05-04,1.878724646369422
2018-05-11,1.8795292140269637
2018-05-18,1.880784723129099
2018-05-25,1.880784723129099
2018-06-01,1.880784723129099
2018-06-08,1.8823054550445493
2018-06-15,1.8846195142056874
2018-06-22,1.8846195142056874
2018-06-29,1.8846195142056874
2018-07-06,1.8855196289371376
2018-07-13,1.8855196289371376
2018-07-20,1.8860282327536417
2018-07-27,1.887871975751375
2018-08-03,1.8905045944098224
2018-08-10,1.890748487620492
2018-08-17,1.8912466168019637
2018-08-24,1.8916862500449887
2018-08-31,1.8917851373818346
2018-09-07,1.8917851373818346
2018-09-14,1.892101706761562
2018-09-21,1.8928656389074965
2018-09-28,1.8947325217682114
2018-10-05,1.8962561827274413
2018-10-12,1.8962561827274413
2018-10-19,1.8962561827274413
2018-10-26,1.8962561827274413
2018-11-02,1.8962561827274413
2018-11-09,1.8971741066716024
2018-11-16,1.8971741066716024
2018-11-23,1.8971741066716024
2018-11-30,1.8971741066716024
2018-12-07,1.8971741066716024
2018-12-14,1.8984721320151772
2018-12-21,1.8984721320151772
2018-12-28,1.8984721320151772
2019-01-04,1.8984721320151772
2019-01-11,1.9047587508448383
2019-01-18,1.9124154040912298
2019-01-25,1.916399201538
2019-02-01,1.9231059409639488
2019-02-08,1.9245121658288633
2019-02-15,1.9259624230386574
2019-02-22,1.9267183021319254
2019-03-01,1.9291346506342777
2019-03-08,1.9291346506342777
2019-03-15,1.9304512765987902
2019-03-22,1.9322319969627932
2019-03-29,1.932470184184291
2019-04-05,1.9337511105796112
2019-04-12,1.9378438247686243
2019-04-19,1.9410048714466395
2019-04-26,1.9436788794333566
2019-05-03,1.9458568953224427
2019-05-10,1.9458568953224427
2019-05-17,1.946408377372216
2019-05-24,1.9464308670569648
2019-05-31,1.9464308670569648
2019-06-07,1.9481377519744172
2019-06-14,1.9519650434108582
2019-06-21,1.9583959936127662
2019-06-28,1.9633566130074571
2019-07-05,1.9665477863017453
2019-07-12,1.9693207664035721
2019-07-19,1.9708503406107978
2019-07-26,1.9727083371938643
2019-08-02,1.9727083371938643
2019-08-09,1.9727083371938643
2019-08-16,1.9727083371938643
2019-08-23,1.9727591498588468
2019-08-30,1.9730453842885955
2019-09-06,1.9754070009059983
2019-09-13,1.976892099052447
2019-09-20,1.98050786986959
2019-09-27,1.981779147399322
2019-10-04,1.981779147399322
2019-10-11,1.981779147399322
2019-10-18,1.9840251783197433
2019-10-25,1.9860988120438756
2019-11-01,1.986599266040868
2019-11-08,1.9911281890610524
2019-11-15,1.9924314895482038
2019-11-22,1.99515288731642
2019-11-29,1.999212503651383
2019-12-06,2.0017957489515097
2019-12-13,2.005375381171955
2019-12-20,2.009613801160786
2019-12-27,2.0116090375436753
2020-01-03,2.0116090375436753
2020-01-10,2.0143131279359334
2020-01-17,2.018526952656674
2020-01-24,2.018526952656674
2020-01-31,2.018526952656674
2020-02-07,2.020879423389924
2020-02-14,2.0216023646160064
2020-02-21,2.021942509320759
2020-02-28,2.021942509320759
2020-03-06,2.021942509320759
2020-03-13,2.021942509320759
2020-03-20,2.021942509320759
2020-03-27,2.021942509320759
2020-04-03,2.040941704901406
2020-04-10,2.0622205309766986
2020-04-17,2.107541410675211
2020-04-24,2.107541410675211
2020-05-01,2.1150421458403694
2020-05-08,2.1224015831264245
2020-05-15,2.1224015831264245
2020-05-22,2.12972162160476
2020-05-29,2.1437265638416587
2020-06-05,2.180912111765915
2020-06-12,2.180912111765915
2020-06-19,2.193955679335224
2020-06-26,2.1954126703427814
2020-07-03,2.2007463469172026
2020-07-10,2.2067932919166657
2020-07-17,2.2149653230580646
2020-07-24,2.223900897945999
2020-07-31,2.229710056703304
2020-08-07,2.235677875074194
2020-08-14,2.2410726179910663
2020-08-21,2.2410726179910663
2020-08-28,2.242309974750495
2020-09-04,2.245188968900726
2020-09-11,2.245188968900726
2020-09-18,2.2473569862521914
2020-09-25,2.2473569862521914
2020-10-02,2.2473569862521914
2020-10-09,2.2510449752255006
2020-10-16,2.2511515948766188
2020-10-23,2.2529719314931724
2020-10-30,2.2529719314931724
2020-11-06,2.2628670204185934
2020-11-13,2.27512210145607
2020-11-20,2.279002340603999
2020-11-27,2.2874687815068273
2020-12-04,2.3019043525302063
