Date,strategy_returns
2007-10-31,0.0
2007-11-30,0.0
2007-12-31,0.002913182959766374
2008-01-31,0.0
2008-02-29,0.0
2008-03-31,1.4169576147422221e-16
2008-04-30,0.006941172455467241
2008-05-31,0.004562976695990673
2008-06-30,0.0
2008-07-31,0.0
2008-08-31,0.0
2008-09-30,0.0
2008-10-31,0.0
2008-11-30,0.0
2008-12-31,0.0
2009-01-31,0.015079310000000038
2009-02-28,0.0017555574056571802
2009-03-31,0.007071544287444212
2009-04-30,0.02239072558142853
2009-05-31,0.031972526273843296
2009-06-30,0.01829723695465903
2009-07-31,0.024586389521514193
2009-08-31,0.0059035322637411725
2009-09-30,0.0036564045566555964
2009-10-31,0.012013581014528152
2009-11-30,0.0003233081892054035
2009-12-31,0.004131481835691141
2010-01-31,0.008355890000000093
2010-02-28,0.002320787752824056
2010-03-31,0.004762401025265762
2010-04-30,0.0
2010-05-31,0.0
2010-06-30,0.0036186100409316894
2010-07-31,0.006914618253343208
2010-08-31,1.1798895026896537e-16
2010-09-30,0.009211991100139073
2010-10-31,1.1691195834915313e-16
2010-11-30,0.0003946851845213951
2010-12-31,0.004445455962107738
2011-01-31,0.005370450000000072
2011-02-28,0.004852022456001039
2011-03-31,0.0
2011-04-30,0.0035086254135174525
2011-05-31,0.000234623019149194
2011-06-30,-1.1473871471888764e-16
2011-07-31,0.00036355406755688525
2011-08-31,0.0
2011-09-30,1.146970161521289e-16
2011-10-31,0.002973712659219065
2011-11-30,0.0
2011-12-31,0.004632747559558644
2012-01-31,0.0071499799999999395
2012-02-29,0.005733932497322773
2012-03-31,0.007386697598344066
2012-04-30,0.0
2012-05-31,0.0
2012-06-30,0.0009879931845732228
2012-07-31,0.006942993806129277
2012-08-31,0.007202964441375011
2012-09-30,0.005592306692936209
2012-10-31,0.0028570445977130223
2012-11-30,0.0029978812216639476
2012-12-31,0.003672852619087232
2013-01-31,0.00532527999999985
2013-02-28,0.002856189988577558
2013-03-31,0.003526375429048135
2013-04-30,0.0
2013-05-31,0.004314239841005058
2013-06-30,0.0
2013-07-31,0.0030570433623201498
2013-08-31,0.0
2013-09-30,0.0
2013-10-31,0.0028690837005811817
2013-11-30,0.003440509376512125
2013-12-31,0.0025617629278593423
2014-01-31,0.0019686000000002945
2014-02-28,0.0034953490558486252
2014-03-31,0.0027458678239326998
2014-04-30,0.001183120880187716
2014-05-31,0.0017316697400020494
2014-06-30,0.0011767526486601986
2014-07-31,0.0009709269447732282
2014-08-31,0.0
2014-09-30,0.0
2014-10-31,0.0
2014-11-30,0.0017122988191332175
2014-12-31,0.0
2015-01-31,0.0
2015-02-28,0.0040862727436715846
2015-03-31,0.0013620201763658252
2015-04-30,0.0027091825286276092
2015-05-31,0.0002529855943036357
2015-06-30,0.0
2015-07-31,0.0
2015-08-31,0.0
2015-09-30,0.0
2015-10-31,0.0005695504959814367
2015-11-30,0.004339497519259053
2015-12-31,0.0
2016-01-31,0.0
2016-02-29,0.0
2016-03-31,0.017459940315059035
2016-04-30,0.013871631657753814
2016-05-31,0.0
2016-06-30,0.0
2016-07-31,0.006533464017604197
2016-08-31,0.004294154554604399
2016-09-30,0.0020828428016908675
2016-10-31,0.0037147649644995707
2016-11-30,0.006296502414515623
2016-12-31,0.005255866024662828
2017-01-31,0.004935839999999795
2017-02-28,0.003987926234176584
2017-03-31,0.0015066553036248104
2017-04-30,0.005217921857213268
2017-05-31,0.0
2017-06-30,0.0048106006428035
2017-07-31,0.003440942628224588
2017-08-31,0.0
2017-09-30,0.0019372326712872908
2017-10-31,0.0047159562383854575
2017-11-30,0.0020438304644625448
2017-12-31,0.003106221044756407
2018-01-31,0.006174980000000064
2018-02-28,0.0
2018-03-31,0.0
2018-04-30,0.0036256956803963703
2018-05-31,0.0
2018-06-30,0.00012715581543072598
2018-07-31,0.002409945589248151
2018-08-31,0.001360311700279238
2018-09-30,0.0010397232519325746
2018-10-31,0.0
2018-11-30,0.0
2018-12-31,0.0
2019-01-31,0.011795069999999987
2019-02-28,0.004006265814281686
2019-03-31,0.0007288783065597548
2019-04-30,0.0065079101483899735
2019-05-31,0.0
2019-06-30,0.008695785828799917
2019-07-31,0.004836143993335443
2019-08-31,0.0
2019-09-30,0.004588277485767788
2019-10-31,0.0009643577221563306
2019-11-30,0.006588503097257114
2019-12-31,0.006246716479782622
2020-01-31,0.0
2020-02-29,0.0
2020-03-31,0.0
2020-04-30,0.0
2020-05-31,0.004566695818272147
2020-06-30,0.021984281363327546
2020-07-31,0.014525169527797206
2020-08-31,0.0052480255890023165
2020-09-30,-0.004994472319314599
2020-10-31,-0.00037281145101852224
2020-11-30,0.016436403070633276
2020-12-31,0.007299768344485734
2021-01-31,0.005139989999999851
2021-02-28,0.0043789721270566994
2021-03-31,-0.0027465439334554012
2021-04-30,0.0008432820598558219
2021-05-31,0.0016385678651879081
2021-06-30,0.0020092864065264565
2021-07-31,2.3435259604200566e-06
2021-08-31,0.0005831114009565762
2021-09-30,0.002421491516942577
2021-10-31,0.0038544509507284423
2021-11-30,-0.002750595105081947
2021-12-31,0.0
2022-01-31,-0.0048664800000001035
2022-02-28,0.0
2022-03-31,0.0
2022-04-30,-0.007359435387272011
2022-05-31,0.0
2022-06-30,0.0
2022-07-31,0.0
2022-08-31,0.004590525115036752
2022-09-30,-0.006385604286463743
2022-10-31,0.0
2022-11-30,0.0
2022-12-31,0.0017823234217750116
2023-01-31,0.008294599999999881
2023-02-28,0.0026743275229284503
2023-03-31,-0.008526593275384884
2023-04-30,0.006957405383317101
2023-05-31,0.0025713019546247384
2023-06-30,0.005614749719901795
2023-07-31,0.005320139460059953
2023-08-31,-0.0014781106712298535
2023-09-30,0.001441014257576402
2023-10-31,-0.001242116803671961
2023-11-30,0.007708836302218191
2023-12-31,0.006471631866089116
2024-01-31,0.004507279999999773
2024-02-29,0.006050777451807308
2024-03-31,6.085582105164262e-05
2024-04-30,0.0
2024-05-31,0.00045129211505048536
2024-06-30,-0.0010817641829246685
2024-07-31,0.0016858053338370247
2024-08-31,-0.0024505105796401006
2024-09-30,0.0
2024-10-31,0.0
2024-11-30,0.0
2024-12-31,0.0014396916649844845
2025-01-31,0.0
2025-02-28,-0.00188581189980485
2025-03-31,0.0
2025-04-30,0.0
2025-05-31,0.0
2025-06-30,0.0
2025-07-31,0.0
