,Start,End,Period,Total Return [%],Benchmark Return [%],Annualized Return [%],Annualized Volatility [%],Max Drawdown [%],Max Drawdown Duration,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta
0,2009-04-30,2025-11-05,4366 days,22.887100676562476,25.28105140801429,1.7379015713042456,2.0323409178089196,4.558771829903673,405 days,0.8579535510971492,0.3812214421227059,1.1566379686654282,1.2578945353273383,0.41371976228828533,30.56890321859284,1.0011129536244647,1.0185113113760347,-0.0014681850667136102,-0.0007480144953847523,0.9541104115709386
