Date,cad_oas,cad_ig_er_index,tsx,s&p_500,vix,us_3m_10y,us_growth_surprises,us_inflation_surprises,us_lei_yoy,us_hard_data_surprises,us_equity_revisions,us_economic_regime,spx_1bf_eps,spx_1bf_sales,tsx_1bf_eps,tsx_1bf_sales
2005-01-14,57.992711,103.94132857912366,9057.16,1759.98,12.43,237.523,0.19867,0.13764,10.2,-0.1859,-0.1,1.0,79.5923,800.2907,565.8579,6113.5497
2005-01-21,58.917184,103.91927635044844,9086.83,1735.43,14.36,235.389,0.18267,0.06621,10.2,-0.1442,-0.04,1.0,79.5923,800.2907,565.8579,6113.5497
2005-01-28,58.844675,103.88595224370717,9141.78,1740.96,13.24,217.162,0.17668,0.04613,10.2,-0.1601,-0.01,1.0,79.5923,800.2907,565.8579,6113.5497
2005-02-04,58.193231,103.91780696392816,9358.28,1788.82,11.21,200.551,0.14353,0.04643,9.6,-0.1505,0.03,0.99,79.5923,800.2907,565.8579,6113.5497
2005-02-11,57.363511,104.02891918761551,9558.5,1793.54,11.43,193.761,0.11454,0.04528,9.6,-0.0823,0.06,0.99,79.5923,800.2907,565.8579,6113.5497
2005-02-18,56.397253,104.11905472368034,9658.75,1788.65,11.18,207.161,0.13538,0.06193,9.6,-0.019,0.08,0.99,79.5923,800.2907,565.8579,6113.5497
2005-02-25,56.491469,104.13462045259632,9741.37,1804.17,11.49,195.08,0.14284,-0.00202,9.6,-0.0293,0.12,0.99,79.5923,800.2907,565.8579,6113.5497
2005-03-04,55.529031,104.25244051927405,9927.2,1820.88,11.94,193.018,0.14691,0.01514,9.2,-0.0661,0.02,1.0,79.5923,800.2907,565.8579,6113.5497
2005-03-11,54.59153,104.3321916285375,9691.44,1789.01,12.8,207.771,0.14939,0.01477,9.2,-0.0209,0.1,1.0,79.5923,800.2907,565.8579,6113.5497
2005-03-18,54.470043,104.24096912054893,9754.69,1773.72,13.14,202.821,0.14141,0.02631,9.2,-0.0319,0.2,1.0,79.5923,800.2907,565.8579,6113.5497
2005-03-25,56.728722,104.14175851200775,9533.1,1746.62,13.42,203.966,0.1525,0.12047,9.2,-0.0118,0.12,1.0,79.5923,800.2907,565.8579,6113.5497
2005-04-01,59.104571,103.97166611099983,9638.63,1749.45,14.09,193.89,0.14932,0.15658,7.3,-0.0827,0.13,0.99,79.5923,800.2907,565.8579,6113.5497
2005-04-08,59.336668,103.9870146533651,9623.72,1762.52,12.62,199.021,0.13331,0.15271,7.3,-0.0586,0.07,0.99,79.5923,800.2907,565.8579,6113.5497
2005-04-15,67.106813,103.6673108548345,9277.12,1705.26,17.74,180.963,0.06241,0.17274,7.3,-0.1545,0.01,0.99,79.2164,800.2907,565.8579,6113.5497
2005-04-22,64.877898,103.7863373979974,9367.49,1719.66,15.38,170.159,0.03865,0.27109,7.3,-0.2785,0.07,0.99,79.8856,800.2907,565.8579,6113.5497
2005-04-29,64.829157,103.81544870915651,9369.3,1727.49,15.31,164.798,0.06693,0.21397,7.3,-0.1321,0.05,0.99,80.1496,800.2907,565.8579,6113.5497
2005-05-06,66.361361,103.87464087717731,9522.74,1749.65,14.05,180.365,0.12487,0.21236,7.6,0.0243,-0.02,0.99,80.2625,800.2907,565.8579,6113.5497
2005-05-13,68.402857,103.68146331241556,9278.45,1725.15,16.32,170.963,0.13554,0.26191,7.6,0.135,0.05,0.99,81.0382,800.2907,565.8579,6113.5497
2005-05-20,66.303894,103.78099398534728,9452.19,1778.59,13.14,155.401,0.08914,0.23857,7.6,0.1428,0.07,0.99,81.1506,800.2907,565.8579,6113.5497
2005-05-27,63.496345,103.84142900080673,9619.36,1793.34,12.15,151.148,0.10331,0.20171,7.6,0.0981,-0.01,0.99,81.383,800.2907,565.8579,6113.5497
2005-06-03,57.168326,104.06012442652457,9671.17,1789.83,12.15,128.79,0.07687,0.17609,6.6,0.0002,0.09,0.96,81.2621,800.2907,565.8579,6113.5497
2005-06-10,57.381997,104.10022392231264,9790.09,1793.51,11.96,134.433,0.0921,0.10488,6.6,-0.0943,0.13,0.96,81.2464,800.2907,565.8579,6113.5497
2005-06-17,57.425616,104.0924259898882,9947.57,1822.35,11.48,140.184,0.08084,0.03254,6.6,-0.1625,0.14,0.96,81.405,800.2907,565.8579,6113.5497
2005-06-24,56.960381,104.1704790952096,9996.17,1784.77,12.18,118.288,0.07557,0.03173,6.6,-0.1306,0.18,0.96,81.8603,800.2907,565.8579,6113.5497
2005-07-01,58.293075,104.20810848367188,9902.77,1789.85,11.4,116.37,0.11663,-0.08573,6.9,-0.2062,0.13,0.99,81.8907,800.2907,565.8579,6113.5497
2005-07-08,57.063391,104.38383942163806,10177.86,1816.52,11.45,122.019,0.06823,-0.0836,6.9,-0.2103,0.14,0.99,82.4185,800.2907,565.8579,6113.5497
2005-07-15,55.414416,104.52731555889504,10148.95,1840.93,10.33,116.313,0.13511,-0.24495,6.9,-0.103,0.13,0.99,82.6192,873.8384,565.8579,6113.5497
2005-07-22,55.127213,104.48954380412916,10374.79,1849.81,10.52,112.624,0.16477,-0.23889,6.9,-0.1341,0.24,0.99,82.8673,872.333,565.8579,6113.5497
2005-07-29,54.150333,104.54415115367226,10422.93,1851.37,11.57,109.093,0.24503,-0.25863,6.9,-0.0278,0.22,0.99,83.5229,879.9024,565.8579,6113.5497
2005-08-05,53.050865,104.62384406941018,10550.51,1840.19,12.48,113.156,0.32682,-0.18249,6.3,0.2401,0.15,0.98,83.8047,885.2731,682.5431,6113.5497
2005-08-12,52.819067,104.64520628913952,10683.1,1847.31,12.74,98.404,0.29634,-0.18558,6.3,0.2017,0.22,0.98,83.8033,887.9496,686.1606,6113.5497
2005-08-19,50.703817,104.82401213142928,10502.11,1832.29,13.42,94.802,0.26695,-0.14578,6.3,0.0934,0.17,0.98,84.7808,891.3096,1266.2638,6113.5497
2005-08-26,50.914543,104.83712853642142,10484.07,1810.52,13.72,86.575,0.18653,-0.14217,6.3,0.0509,0.18,0.98,85.1763,891.6467,1264.6922,6113.5497
2005-09-02,52.208381,104.80103919804615,10771.88,1831.06,13.57,86.507,0.10814,-0.16459,6.5,-0.0242,0.13,0.97,85.7032,920.2382,1226.3424,6113.5497
2005-09-09,53.415477,104.7549727875484,10898.2,1866.74,11.98,95.689,0.05629,-0.13365,6.5,0.0035,0.13,0.97,86.6662,936.3385,717.3798,6113.5497
2005-09-16,53.357353,104.73051176258323,10990.59,1862.11,11.22,109.205,-0.04862,-0.22766,6.5,0.0335,0.15,0.97,86.2038,936.4497,730.4356,6113.5497
2005-09-23,54.231942,104.69283768980668,10904.31,1828.54,12.96,107.487,-0.04689,-0.22203,6.5,0.0264,0.09,0.97,86.5759,935.5009,732.5931,6113.5497
2005-09-30,54.068644,104.70601020998416,11011.83,1849.33,11.92,104.891,-0.01466,-0.11732,5.3,-0.0757,0.09,0.07,86.7594,941.8641,750.3794,6113.5497
2005-10-07,52.645913,104.67118346327943,10612.15,1800.71,14.59,102.587,0.081,-0.08492,5.3,0.0077,0.04,0.07,87.2352,947.218,755.0728,6113.5497
2005-10-14,53.695021,104.64718590817851,10488.77,1787.01,14.87,91.316,0.01636,0.09098,5.3,-0.0503,0.06,0.07,87.6972,945.7546,760.395,6113.5497
2005-10-21,53.480007,104.63589012920012,10290.87,1776.73,16.13,79.651,0.05644,0.08873,5.3,0.0421,0.11,0.07,88.3333,948.283,762.5313,6113.5497
2005-10-28,53.697375,104.60647641954216,10312.3,1805.56,14.25,86.089,0.01851,0.10096,5.3,0.012,0.11,0.07,88.2463,950.0664,763.3224,6113.5497
2005-11-04,56.335465,104.56333735121387,10678.65,1839.16,13.17,95.46,0.04737,0.21389,5.2,0.1893,0.05,0.99,88.6505,953.3074,768.3332,6113.5497
2005-11-11,57.929094,104.53046424429566,10669.4,1862.56,11.63,80.722,0.03518,0.20267,5.2,0.1285,0.11,0.99,88.7194,957.2403,768.6413,6113.5497
2005-11-18,58.964339,104.52041339109611,10722.1,1883.99,11.12,71.652,0.01532,0.30809,5.2,0.0853,0.05,0.99,88.7904,960.2509,795.5569,6113.5497
2005-11-25,60.366474,104.48884859933278,11002.57,1914.41,10.88,73.206,0.01799,0.30046,5.2,0.0693,0.08,0.99,88.8307,957.8979,798.7749,6113.5497
2005-12-02,61.543981,104.4905434857646,11005.24,1910.86,11.01,78.729,0.1212,0.16986,4.8,0.1365,0.14,1.0,89.0676,953.9576,797.9114,7406.6294
2005-12-09,62.312283,104.48631302429074,11132.01,1902.92,11.69,81.937,0.10223,0.16269,4.8,0.0137,0.22,1.0,89.098,954.38,797.3603,7389.9328
2005-12-16,62.096183,104.5183631084904,11136.58,1915.4,10.68,73.038,0.07744,9e-05,4.8,0.0466,0.03,1.0,89.0694,952.2973,799.5419,7371.8044
2005-12-23,62.471218,104.52944377925824,11245.37,1918.25,10.27,58.412,0.09361,0.01643,4.8,0.0371,0.05,1.0,89.1855,950.5987,1021.2193,9783.7315
2005-12-30,62.323585,104.56692976224684,11272.26,1887.94,12.07,45.506,0.0692,0.01602,4.8,0.0143,-0.03,1.0,89.1978,950.356,1032.3079,9826.0892
2006-01-06,57.286142,104.58666781590874,11620.46,1945.02,11.0,39.978,0.0407,-0.01817,3.8,0.0078,0.18,0.97,89.5383,953.4708,1032.9645,9065.8794
2006-01-13,57.846162,104.57656351348584,11604.82,1948.64,11.23,20.124,0.03979,-0.04141,3.8,-0.0733,0.14,0.97,89.5746,956.6544,1007.6317,9007.5254
2006-01-20,58.838306,104.5119714753024,11605.67,1909.35,14.56,19.86,0.03215,-0.14887,3.8,-0.0333,0.13,0.97,89.9744,953.92,1257.7525,11457.8205
2006-01-27,58.656661,104.53647359828427,11856.81,1943.34,11.97,27.039,-0.03138,-0.13075,3.8,-0.0839,0.15,0.97,90.2719,944.824,1115.1346,9750.4686
2006-02-03,58.551787,104.56405521734766,11937.62,1914.5,12.96,16.584,-0.01851,-0.15649,3.9,0.0323,0.17,0.99,90.3626,949.246,1121.8199,9718.1917
2006-02-10,58.509623,104.5966727797484,11651.69,1920.0,12.87,1.882,0.00221,-0.15262,3.9,0.0027,0.17,0.99,90.4077,948.9988,1131.3737,9754.1932
2006-02-17,59.105298,104.56774642996828,11758.04,1951.83,12.01,-0.83,0.11096,-0.13108,3.9,0.2197,0.13,0.99,90.6354,958.3824,1137.529,9832.2091
2006-02-24,59.333276,104.56706988193272,11810.55,1956.14,11.46,-5.035,0.10127,-0.06776,3.9,0.1767,0.13,0.99,90.7167,959.6375,1136.7291,9595.6554
2006-03-03,59.515621,104.5092380957584,11978.68,1953.74,11.96,9.086,0.05186,-0.029,3.4,0.1247,0.14,0.99,91.1362,960.6519,1141.5433,9535.571
2006-03-10,59.554581,104.51265011467652,11833.61,1945.93,11.85,17.154,0.02189,-0.01938,3.4,0.1406,0.18,0.99,91.1835,960.1759,1148.6242,9488.8954
2006-03-17,59.951113,104.46179817106386,12000.73,1985.69,12.12,10.767,0.03627,-0.06027,3.4,0.0961,0.15,0.99,91.4467,948.6035,1156.5686,9545.3057
2006-03-24,59.650045,104.48681371767088,12111.14,1979.24,11.19,6.361,0.0298,-0.05878,3.4,0.0989,0.07,0.99,91.1994,943.9316,1148.0594,9189.1729
2006-03-31,59.616901,104.51220047687856,12110.61,1967.38,11.39,28.438,0.0656,0.03578,4.0,0.0398,0.19,0.99,91.4674,948.0448,1053.597,8972.7172
2006-04-07,58.69435,104.55912279527078,12241.21,1969.3,12.26,39.785,0.0651,0.06793,4.0,0.0711,0.07,0.99,91.5593,950.2731,1062.4201,8990.8353
2006-04-14,58.43247,104.5783756583786,12248.59,1960.01,12.38,43.415,0.04994,-0.00895,4.0,0.0826,0.25,0.99,92.0391,953.5839,1063.4667,8988.4142
2006-04-21,58.583502,104.57696086781893,12437.22,1993.99,11.59,38.235,-0.00935,0.02368,4.0,0.0021,0.26,0.99,91.967,954.7445,1068.8566,8992.345
2006-04-28,58.798411,104.59185119861706,12204.17,1993.79,11.59,41.969,0.08266,0.05195,4.0,0.0808,0.27,0.99,92.2726,969.2566,1068.5716,9005.1005
2006-05-05,58.348345,104.62354334368942,12270.11,2017.34,11.62,40.149,0.11762,0.19608,2.9,0.1766,0.24,0.99,92.3244,970.1002,1091.8573,9049.0403
2006-05-12,58.095467,104.65031352337785,12038.07,1966.27,14.19,49.061,0.11413,0.2758,2.9,0.1546,0.13,0.99,92.392,974.5269,1092.0032,9053.2224
2006-05-19,58.777679,104.63645213116855,11545.77,1930.27,17.18,33.8,0.06824,0.34434,2.9,0.1249,0.13,0.99,92.7488,973.9171,1099.3043,9073.0961
2006-05-26,59.488541,104.60636613413736,11762.75,1950.87,14.26,34.66,-0.01257,0.32972,2.9,0.053,0.03,0.99,92.7684,974.3973,1085.9125,9025.0979
2006-06-02,53.844965,104.54945244560638,11898.69,1964.11,14.32,29.47,-0.03042,0.32993,2.6,-0.1863,0.1,0.87,92.9679,973.7638,1098.1238,9106.0689
2006-06-09,59.831718,104.58098355760688,11390.7,1910.01,18.12,14.957,0.01328,0.41519,2.6,-0.0591,0.08,0.87,93.3156,976.5995,1099.1477,9092.8834
2006-06-16,60.837371,104.4718094089193,11207.95,1909.52,17.25,28.653,0.02198,0.51653,2.6,-0.0976,-0.02,0.87,93.7056,980.922,1103.0377,9127.2138
2006-06-23,60.254125,104.48073315070522,11249.02,1899.32,15.89,34.106,-0.00095,0.50375,2.6,-0.1032,0.01,0.87,93.9437,982.691,1103.4101,9079.9255
2006-06-30,60.880887,104.4523296355739,11612.87,1939.03,13.08,21.663,0.03421,0.44885,1.6,-0.0246,-0.01,0.94,94.0792,984.7597,1070.4641,8854.3861
2006-07-07,63.644992,104.4241404826486,11631.91,1932.75,13.97,21.433,0.02842,0.44659,1.6,0.0168,0.0,0.94,91.188,924.8429,1095.21,8928.3789
2006-07-14,63.131422,104.47588751918003,11630.01,1888.43,18.05,6.254,0.05865,0.42959,1.6,-0.0883,-0.01,0.94,91.3358,924.5779,1097.4359,8989.3121
2006-07-21,63.43396,104.47483139318943,11418.33,1894.94,17.4,1.992,0.02878,0.44622,1.6,-0.093,0.02,0.94,91.2543,925.6542,1104.8159,9066.4547
2006-07-28,63.563763,104.48363279166752,11823.68,1953.86,14.33,2.302,0.07243,0.42555,1.6,-0.0907,0.09,0.94,91.4383,925.9432,853.0827,7037.3267
2006-08-04,64.287672,104.52206636670164,11936.68,1956.05,14.34,-4.841,0.07474,0.51591,1.1,-0.1844,0.03,0.86,91.6071,929.8214,859.5639,7126.2535
2006-08-11,63.339035,104.59312900649876,11944.9,1938.13,14.3,2.437,0.141,0.52115,1.1,-0.1056,-0.01,0.86,91.6438,928.9481,864.4678,7067.9698
2006-08-18,63.63767,104.59534268840184,12044.83,1993.43,11.64,-9.021,0.03807,0.48849,1.1,-0.2296,-0.04,0.86,91.8358,928.6775,859.0214,7043.4505
2006-08-25,63.15188,104.65322466670244,12119.83,1982.81,12.31,-14.095,-0.02511,0.47639,1.1,-0.3044,-0.05,0.86,91.992,930.4498,861.3166,7048.7828
2006-09-01,63.054881,104.69001758660856,12145.1,2008.47,11.96,-13.351,-0.05016,0.3793,0.2,-0.4458,-0.01,0.95,92.2427,931.032,866.6428,7073.4655
2006-09-08,63.033691,104.68374147948424,11869.59,1990.44,13.16,-0.934,-0.04373,0.39676,0.2,-0.4966,0.0,0.95,92.4591,934.4606,868.9083,7114.9284
2006-09-15,63.492255,104.68686384800694,11656.04,2023.35,11.76,-1.05,-0.05277,0.41639,0.2,-0.5118,0.02,0.95,92.7867,936.4518,870.887,7134.3177
2006-09-22,63.273266,104.7454161003273,11581.61,2016.09,12.59,-13.589,-0.08644,0.40609,0.2,-0.484,0.01,0.95,93.586,942.8664,872.1733,7103.2977
2006-09-29,62.267001,104.82156905826524,11761.27,2048.89,11.98,-11.697,-0.06464,0.38609,0.2,-0.5016,0.0,0.95,93.5914,942.6293,877.7979,7100.1923
2006-10-06,69.849256,104.94216714402936,11690.89,2071.05,11.56,-8.779,-0.04137,0.33819,0.4,-0.4038,0.0,0.94,93.5793,942.5306,876.3861,7085.169
2006-10-13,62.525077,104.93068987781866,11908.57,2095.97,10.75,-8.311,-0.02368,0.20248,0.4,-0.4707,0.03,0.94,93.654,943.9565,877.0507,7120.6779
2006-10-20,61.001837,104.99261964197036,12035.57,2100.86,10.63,-15.229,-0.0678,0.11233,0.4,-0.4306,0.02,0.94,93.9323,946.5995,879.596,7126.8807
2006-10-27,61.325672,104.99381902465473,12268.86,2114.65,10.8,-29.293,-0.03949,0.06145,0.4,-0.4026,0.06,0.94,94.1117,935.4738,885.3237,7123.6963
2006-11-03,59.354843,105.10700749777584,12239.04,2095.68,11.16,-24.105,-0.14737,-0.22402,0.1,-0.4103,0.04,0.96,94.1599,935.7381,879.5783,7098.9786
2006-11-10,59.811086,105.10967918283129,12340.47,2122.26,10.79,-37.55,-0.14306,-0.32617,0.1,-0.5432,0.08,0.96,94.2871,936.5283,883.8163,7096.2112
2006-11-17,61.350059,105.17795302261165,12372.87,2154.8,10.05,-37.802,-0.16403,-0.48159,0.1,-0.511,0.11,0.96,94.5068,932.6711,877.6012,7110.2886
