,Start,End,Period,First Trade Start,Last Trade End,Coverage,Overlap Coverage,Total Records,Total Long Trades,Total Short Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Max Win Streak,Max Loss Streak,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,SQN
0,2009-04-30,2025-11-05,4366 days,2009-07-24,2025-11-05,3679 days,0 days,10,10,0,9,1,1184.8069602410833,88.88888888888889,5,1,10.715535712338124,-0.8601615247509636,1.9633165530423153,-0.8601615247509636,396 days 09:00:00,196 days,16.736966129522234,1705.389381643776,1.43667296419818
