,Start,End,Period,Coverage [%],Total Records,Total Recovered Drawdowns,Total Active Drawdowns,Active Drawdown [%],Active Duration,Active Recovery [%],Active Recovery Return [%],Active Recovery Duration,Max Drawdown [%],Avg Drawdown [%],Max Drawdown Duration,Avg Drawdown Duration,Max Recovery Return [%],Avg Recovery Return [%],Max Recovery Duration,Avg Recovery Duration,Avg Recovery Duration Ratio
0,2009-04-30,2025-11-05,4366 days,88.89143380668804,191,190,1,0.17029008472248583,7 days,0.0,0.0,1 days,4.478791643369633,0.23903335733841308,537 days,20 days 09:20:50.526315789,4.779980630725909,0.2743013176716676,488 days,13 days,1.4916484814787163
