,Start,End,Period,Total Return [%],Benchmark Return [%],Annualized Return [%],Annualized Volatility [%],Max Drawdown [%],Max Drawdown Duration,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta
0,2009-04-30,2025-11-05,4366 days,23.828812113054965,25.28105140801429,1.802852189490456,2.053909032595516,4.478791643369712,331 days,0.8802333955340417,0.40253093536051276,1.161027043322726,1.2857720007012083,0.3424558387686943,29.793892063297694,1.0107655735436005,1.028988182816847,-0.0014780303892728919,-0.0004948876874479868,0.9745395446652592
