Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Duration,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
0,0,1060.5713509982097,2009-04-30,94.2888,0.0,2010-05-21,386,96.6875,0.0,2543.992499639411,0.03,Long,Closed,0
1,0,1059.1429115859712,2010-06-15,96.8179,0.0,2010-07-05,20,96.695,0.0,-130.16866383391607,-0.0,Long,Closed,1
2,0,1055.9704681195176,2010-07-07,96.9855,0.0,2010-08-24,48,97.2907,0.0,322.2821868700703,0.0,Long,Closed,2
3,0,1055.1700673518123,2010-08-27,97.3645,0.0,2011-08-11,349,98.6309,0.0,1336.2673732943222,0.01,Long,Closed,3
4,0,1056.4972377188408,2011-10-14,98.507,0.0,2013-06-26,621,102.9924,0.0,4738.812710064085,0.05,Long,Closed,4
5,0,1055.4355756385694,2013-06-27,103.096,0.0,2014-01-24,211,104.5992,0.0,1586.5307572998863,0.01,Long,Closed,5
6,0,1053.9956413260174,2014-01-28,104.7421,0.0,2014-07-31,184,105.7853,0.0,1099.5282530313125,0.01,Long,Closed,6
7,0,1053.6231367784526,2014-08-04,105.8227,0.0,2014-09-30,57,105.8962,0.0,77.44130055321148,0.0,Long,Closed,7
8,0,1052.9221577808723,2014-10-02,105.9667,0.0,2015-06-29,270,106.3723,0.0,427.0652271959116,0.0,Long,Closed,8
9,0,1051.1247012704735,2015-07-01,106.5542,0.0,2015-09-28,89,105.6497,0.0,-950.7422922991391,-0.01,Long,Closed,9
10,0,1051.0640149600415,2015-10-02,105.6558,0.0,2016-01-07,97,105.7512,0.0,100.27150702718063,0.0,Long,Closed,10
11,0,1053.2481729111514,2016-01-29,105.5319,0.0,2017-05-17,474,108.4434,0.0,3066.5320554308128,0.03,Long,Closed,11
12,0,1052.639555880021,2017-05-18,108.5061,0.0,2018-02-05,263,109.5883,0.0,1139.166527373367,0.01,Long,Closed,12
13,0,1053.7761401665523,2018-02-14,109.4701,0.0,2018-12-20,309,108.9354,0.0,-563.454102147065,-0.0,Long,Closed,13
14,0,1047.8240481834512,2019-01-08,109.5542,0.0,2020-02-27,415,111.7971,0.0,2350.1645576706796,0.02,Long,Closed,14
15,0,1047.9140324022821,2020-03-04,111.7875,0.0,2020-03-24,20,110.0442,0.0,-1826.8285326868936,-0.02,Long,Closed,15
16,0,1038.0415062676948,2020-05-08,111.0908,0.0,2020-10-30,175,111.4947,0.0,419.26496438150934,0.0,Long,Closed,16
17,0,1036.795432795193,2020-11-02,111.6287,0.0,2021-12-02,395,113.1429,0.0,1569.9156443384854,0.01,Long,Closed,17
18,0,1037.376730293318,2021-12-03,113.0795,0.0,2022-01-21,49,113.1619,0.0,85.47984257618373,0.0,Long,Closed,18
19,0,1038.6461041391303,2022-01-28,113.0236,0.0,2022-02-28,31,112.7338,0.0,-300.9996409795276,-0.0,Long,Closed,19
20,0,1037.2117400861184,2022-03-17,112.8897,0.0,2022-04-26,40,112.2861,0.0,-626.0610063159838,-0.01,Long,Closed,20
21,0,1037.6386754486052,2022-05-17,112.2399,0.0,2022-06-15,29,111.7488,0.0,-509.5843535128224,-0.0,Long,Closed,21
22,0,1037.0419639109468,2022-06-24,111.8131,0.0,2022-08-22,59,112.4621,0.0,673.0402345782059,0.01,Long,Closed,22
23,0,1036.2274450095672,2022-08-24,112.5505,0.0,2022-10-03,40,111.8945,0.0,-679.7652039262757,-0.01,Long,Closed,23
24,0,1033.2540388055502,2022-10-04,112.2165,0.0,2024-04-17,561,116.1246,0.0,4038.0601090559794,0.03,Long,Closed,24
25,0,1032.6742274681512,2024-04-19,116.1898,0.0,2024-08-05,108,116.2597,0.0,72.18392850001692,0.0,Long,Closed,25
26,0,1031.111503266424,2024-08-09,116.4359,0.0,2024-09-06,28,116.7005,0.0,272.8321037643036,0.0,Long,Closed,26
27,0,1029.9271362612592,2024-09-09,116.8347,0.0,2025-01-13,126,117.2135,0.0,390.1363992157567,0.0,Long,Closed,27
28,0,1029.4888634148344,2025-01-14,117.2634,0.0,2025-03-13,58,117.0759,0.0,-193.0291618902702,-0.0,Long,Closed,28
29,0,1027.9321606938558,2025-03-17,117.2532,0.0,2025-04-04,18,116.4735,0.0,-801.4787056930072,-0.01,Long,Closed,29
30,0,1023.2067689009432,2025-05-02,117.0114,0.0,2025-11-05,187,118.126,0.0,1140.4662646170036,0.01,Long,Open,30
