Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Duration,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
0,0,1036.604580962964,2009-07-24,96.4688,0.0,2009-09-02,40,96.3432,0.0,-130.1975353689486,-0.0,Long,Closed,0
1,0,1035.2871428488752,2009-09-07,96.4658,0.0,2009-10-06,29,96.852,0.0,399.82789456823957,0.0,Long,Closed,1
2,0,1035.4539239294238,2009-10-07,96.8364,0.0,2010-01-21,106,97.7018,0.0,896.0818257685314,0.01,Long,Closed,2
3,0,1036.2716831392852,2010-02-02,97.6247,0.0,2010-05-19,106,96.9669,0.0,-681.6595131690265,-0.01,Long,Closed,3
4,0,1037.8664758458792,2010-06-15,96.8179,0.0,2010-07-05,20,96.695,0.0,-127.55378988145094,-0.0,Long,Closed,4
5,0,1037.3547449256357,2010-07-06,96.7427,0.0,2011-02-23,232,99.119,0.0,2465.066080366785,0.02,Long,Closed,5
6,0,1036.4805454925988,2011-03-25,99.2026,0.0,2011-06-10,77,99.2664,0.0,66.12745880242437,0.0,Long,Closed,6
7,0,1033.8985695632337,2011-06-29,99.5143,0.0,2011-07-19,20,99.4903,0.0,-24.813565669523086,-0.0,Long,Closed,7
8,0,1031.875067516577,2011-07-21,99.6854,0.0,2011-08-09,19,98.9261,0.0,-783.502738765339,-0.01,Long,Closed,8
9,0,1037.8561157087688,2011-09-16,98.356,0.0,2011-10-06,20,98.0609,0.0,-306.2713397456537,-0.0,Long,Closed,9
10,0,1038.0043099466277,2011-10-10,98.0469,0.0,2012-04-10,183,100.3284,0.0,2368.2068331432383,0.02,Long,Closed,10
11,0,1034.0137139633707,2012-04-12,100.7156,0.0,2012-05-11,29,100.2209,0.0,-511.526584297666,-0.0,Long,Closed,11
12,0,1038.2195947273563,2012-06-18,99.8149,0.0,2012-10-19,123,101.7297,0.0,1987.9828799839452,0.02,Long,Closed,12
13,0,1045.5289665332145,2012-11-16,101.0185,0.0,2012-12-26,40,101.844,0.0,863.0841618731502,0.01,Long,Closed,13
14,0,1040.4769668072984,2013-01-02,102.3385,0.0,2013-03-01,58,102.4271,0.0,92.18625925912056,0.0,Long,Closed,14
15,0,1039.6487159320898,2013-03-04,102.5087,0.0,2013-04-19,46,103.0466,0.0,559.2270442998706,0.01,Long,Closed,15
16,0,1037.995724970063,2013-04-23,103.2107,0.0,2013-05-31,38,103.367,0.0,162.2387318128167,0.0,Long,Closed,16
17,0,1040.3337005196167,2013-07-04,103.1347,0.0,2013-09-30,88,103.8589,0.0,753.4096659163188,0.01,Long,Closed,17
18,0,1035.6460214216263,2013-10-16,104.329,0.0,2013-12-12,57,104.6276,0.0,309.24390199649497,0.0,Long,Closed,18
19,0,1034.117986364987,2013-12-18,104.7822,0.0,2014-01-27,40,104.6085,0.0,-179.62629423159524,-0.0,Long,Closed,19
20,0,1029.5082113829183,2014-02-14,105.0769,0.0,2014-03-17,31,105.086,0.0,9.368524723584414,0.0,Long,Closed,20
