Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Duration,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
0,0,1053.8851475966148,2009-05-11,94.887,0.0,2009-06-08,28,96.0668,0.0,1243.373697134477,0.01,Long,Closed,0
1,0,1060.6253719988567,2009-06-17,95.4563,0.0,2009-08-05,49,96.767,0.0,1390.1616750788962,0.01,Long,Closed,1
2,0,1061.4304914928532,2009-08-13,96.6936,0.0,2009-09-11,29,96.9355,0.0,256.76003589211905,0.0,Long,Closed,2
3,0,1062.2457870920884,2009-09-30,96.8611,0.0,2009-10-20,20,97.1021,0.0,256.00123468920356,0.0,Long,Closed,3
4,0,1067.6211598704388,2009-10-28,96.6132,0.0,2010-01-13,77,98.1738,0.0,1666.1295820937958,0.02,Long,Closed,4
5,0,1074.557297202776,2010-01-26,97.5401,0.0,2010-04-30,94,97.9333,0.0,422.5159292601311,0.0,Long,Closed,5
6,0,1085.2666441244241,2010-05-19,96.9669,0.0,2010-06-08,20,96.3197,0.0,-702.3845720773243,-0.01,Long,Closed,6
7,0,1079.070261023438,2010-06-16,96.8728,0.0,2010-08-03,48,97.7718,0.0,970.0841646600747,0.01,Long,Closed,7
8,0,1080.8301566266175,2010-08-06,97.6126,0.0,2011-02-17,195,99.4269,0.0,1960.9501531676797,0.02,Long,Closed,8
9,0,1084.1876118594723,2011-02-23,99.119,0.0,2011-06-09,106,99.3133,0.0,210.65765298428596,0.0,Long,Closed,9
10,0,1084.699853655248,2011-06-10,99.2664,0.0,2011-07-29,49,99.5466,0.0,303.93289899418596,0.0,Long,Closed,10
11,0,1084.699853655248,2011-07-31,99.5466,0.0,2011-08-18,18,98.6318,0.0,-992.2834261238168,-0.01,Long,Closed,11
12,0,1090.7656963596626,2011-09-13,98.0833,0.0,2011-10-03,20,97.522,0.0,-612.2467853666603,-0.01,Long,Closed,12
13,0,1088.0233802989023,2011-10-05,97.7678,0.0,2011-11-03,29,99.0127,0.0,1354.480306134108,0.01,Long,Closed,13
14,0,1095.313471140599,2011-11-18,98.3537,0.0,2011-12-19,31,98.6258,0.0,298.03479549735493,0.0,Long,Closed,14
15,0,1087.6435099220257,2012-01-03,99.3213,0.0,2012-02-10,38,100.3237,0.0,1090.2538543458504,0.01,Long,Closed,15
16,0,1087.3671259597918,2012-02-14,100.3492,0.0,2012-03-05,20,100.5524,0.0,220.9529999950464,0.0,Long,Closed,16
17,0,1087.449318078701,2012-03-09,100.5448,0.0,2012-07-03,116,100.465,0.0,-86.77845558268018,-0.0,Long,Closed,17
18,0,1088.5837900123524,2012-07-05,100.3603,0.0,2013-03-15,253,102.8219,0.0,2679.657857494414,0.02,Long,Closed,18
19,0,1090.0913578659765,2013-03-19,102.6797,0.0,2013-05-06,48,103.7652,0.0,1183.2941689635045,0.01,Long,Closed,19
20,0,1090.2836399664436,2013-05-22,103.7469,0.0,2013-06-30,39,103.0217,0.0,-790.6736957036774,-0.01,Long,Closed,20
21,0,1085.0030000215504,2013-07-12,103.5231,0.0,2013-09-18,68,104.0978,0.0,623.5512241123943,0.01,Long,Closed,21
22,0,1085.3157777491535,2013-09-19,104.0678,0.0,2013-12-25,97,105.043,0.0,1058.3999464609806,0.01,Long,Closed,22
23,0,1085.8481423934732,2013-12-30,104.9915,0.0,2014-06-23,175,106.1394,0.0,1246.4450826534594,0.01,Long,Closed,23
24,0,1086.2974426319477,2014-06-24,106.0955,0.0,2014-07-14,20,106.1197,0.0,26.288398111690185,0.0,Long,Closed,24
25,0,1086.9386276154023,2014-07-22,106.0571,0.0,2014-11-25,126,106.5422,0.0,527.2739282562106,0.0,Long,Closed,25
26,0,1087.8626893804956,2014-12-01,106.4517,0.0,2014-12-19,18,106.3949,0.0,-61.790600756809,-0.0,Long,Closed,26
27,0,1088.0713145572379,2014-12-22,106.3745,0.0,2015-02-26,66,106.687,0.0,340.02228579914663,0.0,Long,Closed,27
28,0,1088.2365589849148,2015-03-06,106.6708,0.0,2015-03-26,20,106.5759,0.0,-103.27364944767032,-0.0,Long,Closed,28
29,0,1087.9793049670254,2015-03-30,106.6011,0.0,2015-04-28,29,106.8104,0.0,227.71406852960354,0.0,Long,Closed,29
30,0,1090.1430486315928,2015-05-06,106.5984,0.0,2015-05-26,20,106.7133,0.0,125.257436287764,0.0,Long,Closed,30
31,0,1091.8957987604676,2015-06-09,106.542,0.0,2015-08-06,58,106.3387,0.0,-221.98241588799283,-0.0,Long,Closed,31
32,0,1094.0223474131246,2015-08-19,106.132,0.0,2015-10-07,49,106.1496,0.0,19.254793314481503,0.0,Long,Closed,32
33,0,1092.9556433967562,2015-10-08,106.2532,0.0,2015-11-05,28,106.4936,0.0,262.746536672581,0.0,Long,Closed,33
34,0,1094.3655586841676,2015-11-09,106.3564,0.0,2016-03-14,126,106.4661,0.0,120.05190178765042,0.0,Long,Closed,34
35,0,1097.8033443738304,2016-03-28,106.1327,0.0,2016-04-26,29,106.6377,0.0,554.3906889087812,0.0,Long,Closed,35
36,0,1101.2701896138663,2016-05-03,106.302,0.0,2016-08-17,106,107.0875,0.0,865.0477339416975,0.01,Long,Closed,36
37,0,1101.7238935821817,2016-08-22,107.0434,0.0,2016-10-19,58,107.331,0.0,316.8557917942235,0.0,Long,Closed,37
38,0,1104.203261014746,2016-10-31,107.09,0.0,2016-12-08,38,107.6834,0.0,655.2342150861514,0.01,Long,Closed,38
39,0,1104.1981339564718,2016-12-16,107.6839,0.0,2017-02-22,68,108.1532,0.0,518.2001842657774,0.0,Long,Closed,39
40,0,1104.0633840214807,2017-02-23,108.1664,0.0,2017-06-29,126,108.7375,0.0,630.5305986146705,0.01,Long,Closed,40
41,0,1103.3490419357029,2017-07-03,108.8079,0.0,2017-08-01,29,109.0694,0.0,288.5257744661794,0.0,Long,Closed,41
42,0,1104.4730648990987,2017-08-28,108.9584,0.0,2017-09-15,18,109.163,0.0,225.97518907835183,0.0,Long,Closed,42
43,0,1104.3182865421088,2017-09-18,109.1783,0.0,2017-11-14,57,109.2784,0.0,110.54226048287819,0.0,Long,Closed,43
44,0,1104.244520958032,2017-11-15,109.2857,0.0,2017-12-25,40,109.7677,0.0,532.2458591017639,0.0,Long,Closed,44
45,0,1103.2414617895643,2018-01-16,109.8675,0.0,2018-02-14,29,109.4701,0.0,-438.428156915179,-0.0,Long,Closed,45
46,0,1102.9563276381186,2018-02-23,109.4984,0.0,2018-03-15,20,109.5981,0.0,109.96474586552358,0.0,Long,Closed,46
47,0,1106.7928046068814,2018-03-23,109.2182,0.0,2018-05-10,48,109.8135,0.0,658.8737565824849,0.01,Long,Closed,47
48,0,1107.7824229661267,2018-05-23,109.7154,0.0,2018-10-04,134,110.2548,0.0,597.5378389479301,0.0,Long,Closed,48
49,0,1109.5878778332462,2018-10-17,110.0754,0.0,2018-11-15,29,109.6747,0.0,-444.6118626477837,-0.0,Long,Closed,49
50,0,1112.5011324419877,2018-11-20,109.3875,0.0,2019-01-17,58,109.8061,0.0,465.692974040212,0.0,Long,Closed,50
51,0,1112.4565556029536,2019-01-24,109.8105,0.0,2019-04-22,88,111.1429,0.0,1482.2371146853693,0.01,Long,Closed,51
52,0,1112.3784889678923,2019-04-24,111.1507,0.0,2019-07-30,97,111.6612,0.0,567.8692186180997,0.0,Long,Closed,52
53,0,1113.5862074029126,2019-07-31,111.5401,0.0,2019-09-06,37,111.8182,0.0,309.68832427875896,0.0,Long,Closed,53
54,0,1113.7963798400885,2019-09-09,111.7971,0.0,2019-09-27,18,111.606,0.0,-212.84648818745336,-0.0,Long,Closed,54
55,0,1110.8740225026086,2019-10-14,111.8996,0.0,2019-11-01,18,112.1628,0.0,292.38204272267467,0.0,Long,Closed,55
56,0,1109.9200850456407,2019-11-04,112.2592,0.0,2019-12-20,46,112.6731,0.0,459.39592320038355,0.0,Long,Closed,56
57,0,1110.0639253527784,2020-01-03,112.6585,0.0,2020-01-23,20,112.6932,0.0,38.51921820973803,0.0,Long,Closed,57
58,0,1111.805233823652,2020-01-27,112.5167,0.0,2020-02-14,18,112.8316,0.0,350.1074681310565,0.0,Long,Closed,58
59,0,1143.6324913115125,2020-03-13,109.6915,0.0,2020-04-13,31,111.4451,0.0,2005.473936763854,0.02,Long,Closed,59
60,0,1149.697424772235,2020-04-22,110.8572,0.0,2020-06-09,48,112.2322,0.0,1580.8339590618125,0.01,Long,Closed,60
61,0,1154.9777192666468,2020-06-11,111.7191,0.0,2020-07-30,49,112.4683,0.0,865.3093072745833,0.01,Long,Closed,61
62,0,1153.6237525459258,2020-08-14,112.6003,0.0,2020-09-03,20,112.7565,0.0,180.19603014766471,0.0,Long,Closed,62
63,0,1163.0046103511465,2020-09-24,111.847,0.0,2020-10-14,20,112.0124,0.0,192.36096255209122,0.0,Long,Closed,63
64,0,1168.1093086397211,2020-10-29,111.5229,0.0,2020-11-26,28,112.304,0.0,912.4101809784624,0.01,Long,Closed,64
65,0,1168.8743059816647,2020-12-14,112.2305,0.0,2021-01-01,18,112.4958,0.0,310.1023533769185,0.0,Long,Closed,65
66,0,1169.7633593260773,2021-01-06,112.4103,0.0,2021-01-26,20,112.3891,0.0,-24.798983217711793,-0.0,Long,Closed,66
67,0,1171.2473611040184,2021-01-28,112.24670000000002,0.0,2021-02-16,19,112.5392,0.0,342.5898531229177,0.0,Long,Closed,67
68,0,1174.3643428241799,2021-02-25,112.2405,0.0,2021-03-16,19,112.4962,0.0,300.28496246013674,0.0,Long,Closed,68
69,0,1174.936686871717,2021-03-23,112.4414,0.0,2021-04-21,29,112.8764,0.0,511.0974587891833,0.0,Long,Closed,69
70,0,1175.0043496273734,2021-05-11,112.8699,0.0,2021-06-29,49,113.1933,0.0,379.9964066694665,0.0,Long,Closed,70
71,0,1175.0396444265448,2021-07-14,113.18989999999998,0.0,2021-08-20,37,113.1863,0.0,-4.230142719927244,-0.0,Long,Closed,71
72,0,1172.8273745276113,2021-09-01,113.3998,0.0,2021-09-30,29,113.2807,0.0,-139.68374030623818,-0.0,Long,Closed,72
