,Start,End,Period,Coverage [%],Total Records,Total Recovered Drawdowns,Total Active Drawdowns,Active Drawdown [%],Active Duration,Active Recovery [%],Active Recovery Return [%],Active Recovery Duration,Max Drawdown [%],Avg Drawdown [%],Max Drawdown Duration,Avg Drawdown Duration,Max Recovery Return [%],Avg Recovery Return [%],Max Recovery Duration,Avg Recovery Duration,Avg Recovery Duration Ratio
0,2009-04-30,2025-11-05,4366 days,81.42464498396703,321,320,1,0.11645644503603468,7 days,0.0,0.0,3 days,4.4787916433696315,0.19878293502996291,143 days,11 days 02:06:00,5.037809763680777,0.23999834055274402,109 days,6 days 04:25:30,1.3590732066578695
