,Start,End,Period,First Trade Start,Last Trade End,Coverage,Overlap Coverage,Total Records,Total Long Trades,Total Short Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Max Win Streak,Max Loss Streak,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,SQN
0,2009-04-30,2025-11-05,4366 days,2009-04-30,2025-11-05,4145 days,0 days,52,52,0,51,1,0.0,86.27450980392157,13,2,2.6283079220437653,-1.0410566032378163,0.7500262341187471,-0.41840920528243825,87 days 23:27:16.363636364,39 days,11.128020403164301,681.356930868808,5.333292514823214
