,Start,End,Period,Total Return [%],Benchmark Return [%],Annualized Return [%],Annualized Volatility [%],Max Drawdown [%],Max Drawdown Duration,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta
0,2009-04-30,2025-11-05,4366 days,19.89526660087566,25.28105140801429,1.5284821823271733,1.9148760731913486,4.729564605710886,662 days,0.8017607420972965,0.3231760869661343,1.1609390427765311,1.1822268827560691,0.5559460265743479,39.72504546248829,1.0870252734241832,1.103640261045865,-0.0012629112244539231,-0.0007866265433521535,0.8468054707995588
