,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio
0,2009-04-30,2025-11-05,4366 days,100000.0,119895.26660087524,19.895266600875242,25.28105140801429,100.0,0.0,4.729564605710891,662 days,56,55,1,4.77039562012942,58.18181818181818,4.077338503761277,-1.1821457970955556,0.8365806692079039,-0.3638484810311041,94 days 22:30:00,33 days 11:28:41.739130435,3.0972415687985135,361.6453855500929,0.8017607420972965,0.3231760869661343,1.1609390427765311,1.1822268827560691
