Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Duration,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
0,0,1060.5713509982097,2009-04-30,94.2888,0.0,2009-07-07,68,95.3712,0.0,1147.9624303204764,0.01,Long,Closed,0
1,0,1060.0856095884444,2009-07-13,95.4149,0.0,2009-10-28,107,96.6132,0.0,1270.300585969846,0.01,Long,Closed,1
2,0,1056.9360205022472,2009-10-29,96.9011,0.0,2010-01-25,88,97.4909,0.0,623.3808648922131,0.01,Long,Closed,2
3,0,1055.4874317788685,2010-02-02,97.6247,0.0,2010-05-10,97,97.5856,0.0,-41.26955858255678,-0.0,Long,Closed,3
4,0,1055.6377958219437,2010-05-13,97.5717,0.0,2010-07-01,49,96.688,0.0,-932.8671201678662,-0.01,Long,Closed,4
5,0,1055.5613754840695,2010-07-05,96.695,0.0,2010-08-11,37,97.3914,0.0,735.0929418871237,0.01,Long,Closed,5
6,0,1054.959107456558,2010-08-13,97.447,0.0,2011-03-16,215,98.9382,0.0,1573.1550210392015,0.02,Long,Closed,6
7,0,1052.7596998469755,2011-03-21,99.1449,0.0,2011-06-06,77,99.3988,0.0,267.2956877911347,0.0,Long,Closed,7
8,0,1052.5680327303462,2011-06-21,99.4169,0.0,2011-07-29,38,99.5466,0.0,136.5180738451163,0.0,Long,Closed,8
9,0,1058.7644893799227,2011-08-15,98.964,0.0,2011-09-13,29,98.0833,0.0,-932.4538857969019,-0.01,Long,Closed,9
10,0,1057.5784197210783,2011-09-14,98.1933,0.0,2011-11-22,69,98.1535,0.0,-42.09162110488978,-0.0,Long,Closed,10
11,0,1057.6646246653474,2011-11-28,98.1455,0.0,2012-04-10,134,100.3284,0.0,2308.7761091819993,0.02,Long,Closed,11
12,0,1055.8965249429318,2012-04-16,100.4964,0.0,2012-05-04,18,100.6795,0.0,193.33465371705825,0.0,Long,Closed,12
13,0,1065.3052870167933,2012-05-23,99.7903,0.0,2012-10-15,145,101.6095,0.0,1938.0033781409438,0.02,Long,Closed,13
14,0,1063.4862257475722,2012-10-16,101.7833,0.0,2012-11-14,29,101.0627,0.0,-766.3481742736913,-0.01,Long,Closed,14
15,0,1063.951547358743,2012-11-16,101.0185,0.0,2013-08-15,272,103.5272,0.0,2669.1352468588593,0.02,Long,Closed,15
16,0,1063.483121376636,2013-08-23,103.5728,0.0,2014-01-24,154,104.5992,0.0,1091.5590757809696,0.01,Long,Closed,16
17,0,1062.7749380140522,2014-01-31,104.6689,0.0,2014-08-05,186,105.735,0.0,1133.0243614167848,0.01,Long,Closed,17
18,0,1062.2716060287867,2014-08-08,105.7851,0.0,2014-10-06,59,106.0745,0.0,307.42140278471925,0.0,Long,Closed,18
19,0,1061.9012027320368,2014-10-08,106.1115,0.0,2014-12-15,68,105.8765,0.0,-249.54678264204995,-0.0,Long,Closed,19
20,0,1057.098772451952,2014-12-18,106.3575,0.0,2015-01-07,20,106.1539,0.0,-215.22531007122598,-0.0,Long,Closed,20
21,0,1056.362381078674,2015-01-08,106.2279,0.0,2015-03-16,67,106.5315,0.0,320.71161889546784,0.0,Long,Closed,21
22,0,1056.313795096162,2015-03-17,106.5364,0.0,2015-07-01,106,106.5542,0.0,18.80238555269898,0.0,Long,Closed,22
23,0,1057.7084659722898,2015-07-06,106.4137,0.0,2015-08-13,38,106.2455,0.0,-177.9065639765322,-0.0,Long,Closed,23
24,0,1057.5999640629545,2015-08-14,106.2564,0.0,2016-01-07,146,105.7512,0.0,-534.299501844609,-0.0,Long,Closed,24
25,0,1061.1722860207515,2016-01-22,105.3952,0.0,2016-02-10,19,104.6183,0.0,-824.4247490095149,-0.01,Long,Closed,25
26,0,1060.8214447053526,2016-02-16,104.6529,0.0,2016-05-23,97,106.2381,0.0,1681.614154146926,0.02,Long,Closed,26
27,0,1058.8122169148517,2016-05-24,106.4397,0.0,2016-09-16,115,106.8963,0.0,483.45365824330656,0.0,Long,Closed,27
28,0,1059.3572746025652,2016-09-20,106.8413,0.0,2017-03-23,184,108.1934,0.0,1432.3569709901203,0.01,Long,Closed,28
29,0,1058.8806513730349,2017-03-28,108.2421,0.0,2017-04-17,20,108.2485,0.0,6.776836168806767,0.0,Long,Closed,29
30,0,1058.6029170594466,2017-04-20,108.2769,0.0,2018-02-05,291,109.5883,0.0,1388.2518654317537,0.01,Long,Closed,30
31,0,1059.745940266664,2018-02-14,109.4701,0.0,2018-10-12,240,110.0698,0.0,635.5296403779212,0.01,Long,Closed,31
32,0,1059.6920265196734,2018-10-17,110.0754,0.0,2018-12-25,69,108.7007,0.0,-1456.7586288565944,-0.01,Long,Closed,32
33,0,1057.0634853961792,2018-12-27,108.971,0.0,2019-08-07,223,111.3289,0.0,2492.4499922156538,0.02,Long,Closed,33
34,0,1058.0918395525537,2019-08-12,111.2207,0.0,2020-01-31,172,112.4905,0.0,1343.5650178638316,0.01,Long,Closed,34
35,0,1057.9018713525604,2020-02-03,112.5107,0.0,2020-03-02,28,111.786,0.0,-766.6614861691924,-0.01,Long,Closed,35
36,0,1084.1715936666747,2020-03-23,109.0774,0.0,2020-06-26,95,111.7728,0.0,2922.2761135691544,0.02,Long,Closed,36
37,0,1083.028226669096,2020-06-29,111.8908,0.0,2020-11-02,126,111.6287,0.0,-283.8616982099775,-0.0,Long,Closed,37
38,0,1081.1531600260103,2020-11-03,111.8223,0.0,2021-01-29,87,112.202,0.0,410.51385486187064,0.0,Long,Closed,38
39,0,1080.402091745978,2021-02-01,112.28,0.0,2021-09-30,241,113.2807,0.0,1081.1583732102008,0.01,Long,Closed,39
40,0,1079.8701674610438,2021-10-01,113.3365,0.0,2022-02-15,137,112.8122,0.0,-566.1759287998284,-0.0,Long,Closed,40
