,Start,End,Period,Coverage [%],Total Records,Total Recovered Drawdowns,Total Active Drawdowns,Active Drawdown [%],Active Duration,Active Recovery [%],Active Recovery Return [%],Active Recovery Duration,Max Drawdown [%],Avg Drawdown [%],Max Drawdown Duration,Avg Drawdown Duration,Max Recovery Return [%],Avg Recovery Return [%],Max Recovery Duration,Avg Recovery Duration,Avg Recovery Duration Ratio
0,2009-04-30,2025-11-05,4366 days,88.70819972514887,88,87,1,0.8401638873525444,1367 days,69.70374463016638,1.988131014813678,662 days,1.8180890414658641,0.20972250617023402,671 days,28 days 19:18:37.241379310,1.8660551710362725,0.24091024106814496,302 days,14 days 08:33:06.206896551,1.8242768103308125
