Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Duration,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
0,0,1032.8519210529305,2009-08-03,96.8193,0.0,2010-05-10,280,97.5856,0.0,791.4744271028612,0.01,Long,Closed,0
1,0,1032.9990604560835,2010-05-13,97.5717,0.0,2010-06-02,20,96.838,0.0,-757.9114106566412,-0.01,Long,Closed,1
2,0,1036.7601235864238,2010-06-10,96.4867,0.0,2011-07-13,398,99.4794,0.0,3102.7120218570926,0.03,Long,Closed,2
3,0,1035.5858695590948,2011-07-20,99.5922,0.0,2011-08-08,19,98.6901,0.0,-934.202012929265,-0.01,Long,Closed,3
4,0,1039.0930287155365,2011-09-08,98.357,0.0,2013-06-28,659,103.0217,0.0,4847.057251049351,0.05,Long,Closed,4
5,0,1035.8503938917074,2013-07-10,103.3442,0.0,2015-07-03,723,106.585,0.0,3356.9839565242437,0.03,Long,Closed,5
6,0,1037.5178593822752,2015-07-06,106.4137,0.0,2015-08-24,49,105.7122,0.0,-727.8187783566827,-0.01,Long,Closed,6
7,0,1033.706202094126,2015-08-28,106.102,0.0,2016-02-09,165,104.7053,0.0,-1443.7774524648848,-0.01,Long,Closed,7
8,0,1030.289788459352,2016-02-25,105.0525,0.0,2018-02-12,718,109.4214,0.0,4501.233056800076,0.04,Long,Closed,8
9,0,1029.385724280833,2018-03-06,109.5175,0.0,2018-12-31,300,109.0675,0.0,-463.2235759263858,-0.0,Long,Closed,9
10,0,1026.0873427979443,2019-01-07,109.4181,0.0,2019-08-16,221,111.4192,0.0,2053.303381672973,0.02,Long,Closed,10
11,0,1023.8479464949659,2019-09-02,111.6629,0.0,2020-02-24,175,112.3817,0.0,735.9419039405766,0.01,Long,Closed,11
12,0,1031.6767471804467,2020-04-14,111.5289,0.0,2021-12-03,598,113.0795,0.0,1599.7179641779949,0.01,Long,Closed,12
13,0,1029.083096849466,2021-12-08,113.3645,0.0,2022-01-26,49,113.066,0.0,-307.1813044095761,-0.0,Long,Closed,13
14,0,1028.8765316816068,2022-01-31,113.0887,0.0,2022-03-01,29,112.5288,0.0,-576.0679700885375,-0.0,Long,Closed,14
15,0,1025.169556289935,2022-03-18,112.9357,0.0,2022-04-27,40,112.2702,0.0,-682.2503397109394,-0.01,Long,Closed,15
16,0,1024.1688337379037,2022-05-03,112.3799,0.0,2022-06-21,49,111.6133,0.0,-785.1278279434919,-0.01,Long,Closed,16
17,0,1024.605799906591,2022-06-23,111.5657,0.0,2022-09-28,97,111.7827,0.0,222.3394585797214,0.0,Long,Closed,17
18,0,1018.6261405013612,2022-10-18,112.4389,0.0,2023-03-13,146,113.0448,0.0,617.1855785297666,0.01,Long,Closed,18
19,0,1011.3180141149154,2023-03-30,113.8617,0.0,2023-10-30,214,114.3832,0.0,527.4023443609331,0.0,Long,Closed,19
20,0,1010.5493890297142,2023-10-31,114.4702,0.0,2024-08-06,280,116.3138,0.0,1863.0488536151825,0.02,Long,Closed,20
21,0,1006.3471121513738,2024-08-16,116.7995,0.0,2025-04-07,234,116.2994,0.0,-503.27419078689127,-0.0,Long,Closed,21
22,0,998.7486822876931,2025-05-08,117.1842,0.0,2025-11-05,181,118.126,0.0,940.6215089785546,0.01,Long,Open,22
