,Start,End,Period,First Trade Start,Last Trade End,Coverage,Overlap Coverage,Total Records,Total Long Trades,Total Short Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Max Win Streak,Max Loss Streak,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,SQN
0,2009-04-30,2025-11-05,4366 days,2009-08-03,2025-11-05,4080 days,0 days,23,23,0,22,1,940.6215089785546,54.54545454545454,4,4,4.74262126742376,-1.3163748091459335,1.8829417769699597,-0.6502242844411156,271 days 20:00:00,68 days 14:24:00,3.372644080993545,774.4347879517032,1.9950280482672649
