,Start,End,Period,Coverage [%],Total Records,Total Recovered Drawdowns,Total Active Drawdowns,Active Drawdown [%],Active Duration,Active Recovery [%],Active Recovery Return [%],Active Recovery Duration,Max Drawdown [%],Avg Drawdown [%],Max Drawdown Duration,Avg Drawdown Duration,Max Recovery Return [%],Avg Recovery Return [%],Max Recovery Duration,Avg Recovery Duration,Avg Recovery Duration Ratio
0,2009-04-30,2025-11-05,4366 days,88.98305084745762,177,176,1,0.2853722956520643,188 days,73.97035047657761,0.8199526651662361,130 days,2.6520329949127106,0.24163105113622188,573 days,21 days 00:08:10.909090909,2.761111589432117,0.27739604080745195,415 days,13 days 08:27:16.363636363,1.540723226245916
