,Start,End,Period,Coverage [%],Total Records,Total Recovered Drawdowns,Total Active Drawdowns,Active Drawdown [%],Active Duration,Active Recovery [%],Active Recovery Return [%],Active Recovery Duration,Max Drawdown [%],Avg Drawdown [%],Max Drawdown Duration,Avg Drawdown Duration,Max Recovery Return [%],Avg Recovery Return [%],Max Recovery Duration,Avg Recovery Duration,Avg Recovery Duration Ratio
0,2009-04-30,2025-11-05,4366 days,85.7993586807146,124,123,1,0.07661850243809715,34 days,66.00375234521344,0.1490909183373298,18 days,2.194507177830194,0.23463735146415318,702 days,30 days 04:17:33.658536585,2.308562501199803,0.27176539670548333,272 days,15 days 09:33:39.512195122,1.594326624164216
