,Start,End,Period,Total Return [%],Benchmark Return [%],Annualized Return [%],Annualized Volatility [%],Max Drawdown [%],Max Drawdown Duration,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta
0,2009-04-30,2025-11-05,4366 days,12.970651887520003,25.28105140801429,1.0247899622630507,1.2672430195874627,2.194507177830272,702 days,0.8109069708315638,0.4669795444808131,1.1557945061279853,1.1848574803436063,0.03102247221664298,7.766214250777503,1.0279381363540165,1.0384723431936465,-0.0010413551574774806,0.0032206160183732013,0.37045670492093785
