,Start,End,Period,Coverage [%],Total Records,Total Recovered Drawdowns,Total Active Drawdowns,Active Drawdown [%],Active Duration,Active Recovery [%],Active Recovery Return [%],Active Recovery Duration,Max Drawdown [%],Avg Drawdown [%],Max Drawdown Duration,Avg Drawdown Duration,Max Recovery Return [%],Avg Recovery Return [%],Max Recovery Duration,Avg Recovery Duration,Avg Recovery Duration Ratio
0,2009-04-30,2025-11-05,4366 days,64.42968392120935,134,134,0,,,,,,2.1702275358277108,0.19277962342679722,337 days,20 days 23:49:15.223880597,2.3473760417030363,0.2392396881060118,212 days,14 days 01:58:12.537313432,5.320442930709396
