,Start,End,Period,First Trade Start,Last Trade End,Coverage,Overlap Coverage,Total Records,Total Long Trades,Total Short Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Max Win Streak,Max Loss Streak,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,SQN
0,2009-04-30,2025-11-05,4366 days,2010-02-04,2025-06-09,1743 days,0 days,50,50,0,50,0,0.0,90.0,20,2,1.9253841886193082,-0.4634020877799317,0.37755811737311157,-0.15776986533500229,28 days,96 days 14:24:00,20.664464446527525,350.41099301888755,6.3865922598058145
