,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio
0,2009-04-30,2025-11-05,4366 days,100000.0,135896.75685983448,35.89675685983447,25.28105140801429,100.0,0.0,4.478791643369629,163 days,31,30,1,166.00834714519442,86.66666666666667,5.859647832959605,-1.0760030221017685,1.304770115829661,-0.7313103652254273,145 days 09:13:50.769230770,80 days 12:00:00,11.244566229463608,1191.0249504229757,1.2893344006838212,0.5799331137852258,1.2499550969300548,1.9525159947752435
