,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio
0,2009-04-30,2025-11-05,4366 days,100000.0,108665.75362328097,8.665753623280965,25.28105140801429,100.0,0.0,2.1443618008742686,708 days,17,17,0,0.0,94.11764705882352,1.6340970692438033,-0.06049334432529405,0.5254836691850165,-0.06049334432529405,49 days,203 days,138.87139836723136,509.7502131341745,0.6854594608593567,0.3251289524146509,1.2351599158374875,1.0554274994225992
