,Start,End,Period,First Trade Start,Last Trade End,Coverage,Overlap Coverage,Total Records,Total Long Trades,Total Short Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Max Win Streak,Max Loss Streak,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,SQN
0,2009-04-30,2025-11-05,4366 days,2010-05-27,2025-07-08,987 days,0 days,17,17,0,17,0,0.0,94.11764705882352,10,1,1.6340970692438033,-0.06049334432529405,0.5254836691850165,-0.06049334432529405,49 days,203 days,138.87139836723136,509.7502131341745,4.509158162014127
