,Start,End,Period,Total Return [%],Benchmark Return [%],Annualized Return [%],Annualized Volatility [%],Max Drawdown [%],Max Drawdown Duration,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta
0,2009-04-30,2025-11-05,4366 days,8.665753623281503,25.28105140801429,0.6971941059162212,1.0212021056389797,2.144361800874202,708 days,0.6854594608593567,0.3251289524146509,1.2351599158374875,1.0554274994225992,1.0269376449965917,23.20202477461574,1.2755007856238199,1.2843935019221042,-0.000634368980555049,0.002420826382723895,0.24040639950497816
