,Start,End,Period,Coverage [%],Total Records,Total Recovered Drawdowns,Total Active Drawdowns,Active Drawdown [%],Active Duration,Active Recovery [%],Active Recovery Return [%],Active Recovery Duration,Max Drawdown [%],Avg Drawdown [%],Max Drawdown Duration,Avg Drawdown Duration,Max Recovery Return [%],Avg Recovery Return [%],Max Recovery Duration,Avg Recovery Duration,Avg Recovery Duration Ratio
0,2009-04-30,2025-11-05,4366 days,95.90013742556116,80,79,1,0.21933454837454372,34 days,2.679491395485738,0.006052501844751685,18 days,2.99623811308919,0.30358467170261616,1272 days,52 days 13:40:15.189873418,3.1104937840989737,0.3520565931673328,801 days,32 days 02:07:35.696202532,1.6948164298636752
