,Start,End,Period,Total Return [%],Benchmark Return [%],Annualized Return [%],Annualized Volatility [%],Max Drawdown [%],Max Drawdown Duration,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta
0,2009-04-30,2025-11-05,4366 days,10.386085831390313,25.28105140801429,0.8295112201031518,1.3205661031087619,2.9962381130892677,1272 days,0.6321643679474783,0.27685090062748235,1.1232374561329548,0.9343883798683499,0.37259369072415754,7.989045564404867,1.0217034714222524,1.0301786163538833,-0.00107147236814477,0.0006799321667836367,0.4023432089585338
