Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Duration,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
0,0,1060.5713509982097,2009-04-30,94.2888,0.0,2009-08-05,97,96.767,0.0,2628.307922043765,0.03,Long,Closed,0
1,0,1061.376429484927,2009-08-13,96.6936,0.0,2009-09-22,40,97.3523,0.0,699.128654101718,0.01,Long,Closed,1
2,0,1065.7828750151673,2009-09-25,96.9498,0.0,2009-10-15,20,97.1604,0.0,224.45387347818178,0.0,Long,Closed,2
3,0,1068.3007823019543,2009-10-26,96.9314,0.0,2010-01-11,77,98.3267,0.0,1490.6000815459265,0.01,Long,Closed,3
4,0,1077.976917342041,2010-01-22,97.4441,0.0,2010-04-19,87,98.0565,0.0,660.1530641802528,0.01,Long,Closed,4
5,0,1097.5125774220191,2010-05-06,96.3111,0.0,2010-08-02,88,97.8247,0.0,1661.1950371859712,0.02,Long,Closed,5
6,0,1097.6326357426933,2010-08-04,97.814,0.0,2010-09-13,40,97.7826,0.0,-34.46566476231965,-0.0,Long,Closed,6
7,0,1098.191937279741,2010-09-14,97.7328,0.0,2011-06-02,261,99.5343,0.0,1978.392775009459,0.02,Long,Closed,7
8,0,1100.6357229372395,2011-06-09,99.3133,0.0,2011-07-28,49,99.545,0.0,255.0172970045678,0.0,Long,Closed,8
9,0,1104.617205213906,2011-08-04,99.1862,0.0,2011-09-02,29,98.5001,0.0,-757.8778644972481,-0.01,Long,Closed,9
10,0,1107.2791690823558,2011-09-06,98.2633,0.0,2012-02-08,155,100.5153,0.0,2493.592688773453,0.02,Long,Closed,10
11,0,1109.3938706812419,2012-02-10,100.3237,0.0,2012-03-01,20,100.6555,0.0,368.0968862920272,0.0,Long,Closed,11
12,0,1109.9198546271336,2012-03-02,100.6078,0.0,2013-01-07,311,102.3625,0.0,1947.5763689142186,0.02,Long,Closed,12
13,0,1110.8172984232465,2013-01-09,102.2798,0.0,2013-05-06,117,103.7652,0.0,1650.0080150778958,0.01,Long,Closed,13
14,0,1110.9339963196499,2013-05-09,103.7543,0.0,2013-12-26,231,105.0718,0.0,1463.6555401511287,0.01,Long,Closed,14
