iteration,name,cagr,outperformance,sharpe,max_dd,trades,time_in_market,target_achieved,cagr_pct,outperf_pct,max_dd_pct,time_in_mkt_pct
7,Iteration7_InverseLogic,0.012266678807600906,-0.0008275023274981752,0.8459424289539036,-0.023048220035279093,26,0.9638112688960147,False,1.2266678807600906,-0.08275023274981752,-2.3048220035279092,96.38112688960146
8,Iteration8_Contrarian,0.009361837574370702,-0.0037323435607283795,0.7825733772610844,-0.02170227535827711,50,0.3992212551534585,False,0.9361837574370702,-0.37323435607283795,-2.1702275358277108,39.922125515345854
9,Iteration9_VolatilityTargeting,0.007064088498322629,-0.006030092636776452,0.6737904821833126,-0.02194507177830194,36,0.7086578103527256,False,0.7064088498322629,-0.6030092636776452,-2.194507177830194,70.86578103527256
10,Iteration10_RiskParity,0.009588289322110866,-0.0035058918129882155,0.6886478004245056,-0.026520329949127106,23,0.934493815849748,False,0.9588289322110866,-0.35058918129882155,-2.6520329949127106,93.4493815849748
11,Iteration11_MacroMomentum,0.01241262335532256,-0.0006815577797765204,0.7313944821593086,-0.04478791643369631,1,0.9915254237288136,False,1.241262335532256,-0.06815577797765204,-4.4787916433696315,99.15254237288136
12,Iteration12_KitchenSink,0.011966626833645577,-0.0011275543014535039,0.7128819429087115,-0.045587718299037204,25,0.9867155290884104,False,1.1966626833645577,-0.11275543014535039,-4.55877182990372,98.67155290884104
