date,price,signal,signal_prob,actual_return,portfolio_return,cumulative_return
2004-12-03,103.63758916559274,1,0.7143154485402714,0.0006720691377684052,0.0006720691377684052,1.0006720691377684
2004-12-10,103.70724079078366,1,0.7161191855019867,0.0018597372278148505,0.0018597372278148505,1.0025330562375785
2004-12-17,103.90010900727624,1,0.7251359449167115,0.0004936352450441994,0.0004936352450441994,1.0030279418884593
2004-12-24,103.95139776304616,1,0.7327364897700743,-0.0003308069282769166,-0.0003308069282769166,1.0026961332960274
2004-12-31,103.91700992046208,1,0.646488575716039,0.0007976199999999434,0.0007976199999999434,1.0034959037858668
2005-01-07,103.99989620591484,1,0.6457136647795676,-0.0005631508196431989,-0.0005631508196431989,1.0029307842451411
2005-01-14,103.94132857912366,1,0.6832488641988852,-0.0002121603502348579,-0.0002121603502348579,1.0027180020986943
2005-01-21,103.91927635044844,1,0.5915360400999172,-0.00032067300612159677,-0.00032067300612159677,1.0023964575026691
2005-01-28,103.88595224370717,1,0.6855603480392922,0.00030663164299893353,0.00030663164299893353,1.0027038239753694
2005-02-04,103.91780696392816,1,0.7478196714914294,0.0010692317989922095,0.0010692317989922095,1.003775946788935
2005-02-11,104.02891918761551,1,0.7142442560576764,0.0008664469146533182,0.0008664469146533182,1.0046456653610334
2005-02-18,104.11905472368034,1,0.7325497560739278,0.0001494993299477887,0.0001494993299477887,1.0047958592148398
2005-02-25,104.13462045259632,1,0.7086980170436764,0.0011314207145101118,0.0011314207145101118,1.0059327060638095
2005-03-04,104.25244051927405,1,0.6795829279518956,0.0007649807416134635,0.0007649807416134635,1.0067022252113074
2005-03-11,104.3321916285375,1,0.6537142480239772,-0.0008743467051220977,-0.0008743467051220977,1.0058220184376547
2005-03-18,104.24096912054893,1,0.6169489929857644,-0.0009517429603560501,-0.0009517429603560501,1.0048647344122357
2005-03-25,104.14175851200775,1,0.5894947084503689,-0.001633277596213345,-0.001633277596213345,1.0032235113542953
2005-04-01,103.97166611099983,1,0.5710489785160754,0.00014762235654552924,0.00014762235654552924,1.0033716095731833
2005-04-08,103.9870146533651,1,0.6592516304137314,-0.0030744588600443157,-0.0030744588600443157,1.000286784838214
2005-04-15,103.6673108548345,0,0.3921204160364883,0.0011481588765196449,0.0,1.000286784838214
2005-04-22,103.7863373979974,1,0.5371558755407358,0.0002804927111694777,0.0002804927111694777,1.0005673579904402
2005-04-29,103.81544870915651,1,0.5750459766308434,0.0005701672415503456,0.0005701672415503456,1.0011378487209308
2005-05-06,103.87464087717731,1,0.5690796664116943,-0.001859718244322739,-0.001859718244322739,0.9992760143985825
2005-05-13,103.68146331241556,1,0.5159719520199985,0.0009599659355867818,0.0009599659355867818,1.0002352853326542
2005-05-20,103.78099398534728,1,0.6547931129938869,0.00058233220880477,0.00058233220880477,1.0008177545556864
2005-05-27,103.84142900080673,1,0.7143199545086679,0.0021060517735762563,0.0021060517735762563,1.002925528562695
2005-06-03,104.06012442652457,1,0.7419234756356589,0.00038534929694789,0.00038534929694789,1.0033120052100177
2005-06-10,104.10022392231264,1,0.7504185593396222,-7.490793132447493e-05,-7.490793132447493e-05,1.0032368491832344
2005-06-17,104.0924259898882,1,0.7270472569789864,0.0007498442329414434,0.0007498442329414434,1.003989120548869
2005-06-24,104.1704790952096,1,0.704409556142275,0.0003612289085075382,0.0003612289085075382,1.0043517904430381
2005-07-01,104.20810848367188,1,0.7338913975075442,0.0016863461061067397,0.0016863461061067397,1.006045475174013
2005-07-08,104.38383942163806,1,0.723046616890332,0.0013745052687459403,0.0013745052687459403,1.0074282899802378
2005-07-15,104.52731555889504,1,0.7360618307827492,-0.0003613577423654535,-0.0003613577423654535,1.0070642479677754
2005-07-22,104.48954380412916,1,0.7399827641815289,0.0005226106608855474,0.0005226106608855474,1.00759055047996
2005-07-29,104.54415115367226,1,0.6807298559729279,0.0007622895672161345,0.0007622895672161345,1.0083586262446165
2005-08-05,104.62384406941018,1,0.6722435534315284,0.00020418117800335978,0.00020418117800335978,1.008564514096773
2005-08-12,104.64520628913952,1,0.660311119054011,0.0017086864141269142,0.0017086864141269142,1.0102878345797806
