,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio
0,2009-04-30,2025-11-05,4366 days,100000.0,132150.09871569037,32.150098715690376,25.28105140801429,100.0,0.0,4.47879164336963,273 days,29,28,1,0.4474886094976682,89.28571428571429,4.901285820516971,-0.4628022370688788,1.1600678308695205,-0.2377177751945898,151 days 04:48:00,128 days 08:00:00,37.93250225725404,1148.2018295386026,1.1447150455014183,0.5264558920158734,1.2179874564256352,1.695978034754788
