Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Duration,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
0,0,1060.5713509982097,2009-04-30,94.2888,0.0,2009-08-05,97,96.767,0.0,2628.307922043765,0.03,Long,Closed,0
1,0,1060.925478882384,2009-08-12,96.7347,0.0,2009-09-21,40,97.3069,0.0,607.0615590164962,0.01,Long,Closed,1
2,0,1063.7897455823052,2009-09-29,97.0449,0.0,2010-01-13,106,98.1738,0.0,1200.9122437878686,0.01,Long,Closed,2
3,0,1065.8264298936801,2010-01-15,97.9862,0.0,2012-09-19,978,101.684,0.0,3941.212972460853,0.04,Long,Closed,3
4,0,1067.437811271578,2012-09-20,101.5305,0.0,2014-11-24,795,106.5068,0.0,5311.890780230737,0.05,Long,Closed,4
5,0,1067.990323099957,2014-12-01,106.4517,0.0,2015-03-05,94,106.7629,0.0,332.35858854871185,0.0,Long,Closed,5
6,0,1069.6354089317076,2015-03-09,106.5987,0.0,2016-03-21,378,106.4023,0.0,-210.07639431419375,-0.0,Long,Closed,6
7,0,1071.3007219880683,2016-03-22,106.2369,0.0,2018-01-09,658,109.942,0.0,3969.2763050379726,0.03,Long,Closed,7
8,0,1072.027159777115,2018-01-16,109.8675,0.0,2020-01-10,724,112.7643,0.0,3105.4482764423446,0.03,Long,Closed,8
9,0,1072.7035194071561,2020-01-23,112.6932,0.0,2020-06-05,134,112.6187,0.0,-79.91641219583107,-0.0,Long,Closed,9
10,0,1081.3412911584385,2020-06-11,111.7191,0.0,2020-08-10,60,112.6971,0.0,1057.5517827529693,0.01,Long,Closed,10
11,0,1081.8577547338516,2020-08-13,112.6433,0.0,2020-09-02,20,112.9602,0.0,342.84072247515724,0.0,Long,Closed,11
12,0,1092.142009323677,2020-09-23,111.8965,0.0,2020-11-30,68,112.438,0.0,591.3948980487621,0.0,Long,Closed,12
13,0,1094.063758129513,2020-12-11,112.2405,0.0,2021-01-20,40,112.5025,0.0,286.64470462992904,0.0,Long,Closed,13
14,0,1096.6449593048105,2021-01-27,112.2377,0.0,2021-02-15,19,112.5429,0.0,334.69604157982394,0.0,Long,Closed,14
15,0,1098.297144440913,2021-02-22,112.3736,0.0,2021-04-29,66,112.9693,0.0,654.2556089434656,0.01,Long,Closed,15
16,0,1098.7182721382926,2021-05-05,112.926,0.0,2021-07-02,58,113.2527,0.0,358.9512595075794,0.0,Long,Closed,16
17,0,1099.3278628128164,2021-07-14,113.1899,0.0,2021-09-29,77,113.3435,0.0,168.85675972804893,0.0,Long,Closed,17
18,0,1099.9373028126104,2021-09-30,113.2807,0.0,2021-10-20,20,113.4255,0.0,159.27092144725611,0.0,Long,Closed,18
19,0,1100.5116912183933,2021-11-01,113.3663,0.0,2021-11-19,18,113.4383,0.0,79.23684176772076,0.0,Long,Closed,19
20,0,1103.5517572643857,2021-11-26,113.1258,0.0,2021-12-27,31,113.6626,0.0,592.3865832995216,0.0,Long,Closed,20
21,0,1108.0448612100258,2022-01-24,113.2017,0.0,2022-02-11,18,112.6778,0.0,-580.5047027879336,-0.0,Long,Closed,21
22,0,1107.8059527058595,2022-02-17,112.7021,0.0,2022-04-07,49,112.9928,0.0,322.0391904516,0.0,Long,Closed,22
23,0,1114.778200088013,2022-04-26,112.2861,0.0,2024-05-20,755,116.7096,0.0,4931.221368089304,0.04,Long,Closed,23
24,0,1115.8298812430912,2024-05-29,116.5996,0.0,2024-07-16,48,116.8754,0.0,307.74588124685397,0.0,Long,Closed,24
25,0,1116.5320401657746,2024-07-23,116.8019,0.0,2024-12-04,134,117.3859,0.0,652.054711456818,0.0,Long,Closed,25
26,0,1117.8090094454465,2024-12-18,117.2518,0.0,2025-02-14,58,117.5494,0.0,332.65996121097123,0.0,Long,Closed,26
27,0,1118.5255164747512,2025-02-21,117.4741,0.0,2025-09-23,214,118.1463,0.0,751.8728521743033,0.01,Long,Closed,27
28,0,1118.7215237601406,2025-09-24,118.1256,0.0,2025-11-05,42,118.126,0.0,0.4474886094976682,0.0,Long,Open,28
